# Logarithmic frequency sweep
# offset 0.500, amplitude 0.500
#step through frequencies
   100,  1.6963,  1.1708
   126,  1.6611,  1.1661
   158,  1.6414,  1.1664
   200,  1.6811,  1.1626
   251,  1.6552,  1.1690
   316,  1.6687,  1.1712
   398,  1.6744,  1.1652
   501,  1.6503,  1.1666
   631,  1.6636,  1.1672
   794,  1.6642,  1.1669
  1000,  1.6593,  1.1681
  1259,  1.6698,  1.1680
  1585,  1.6508,  1.1689
  1995,  1.6624,  1.1670
  2512,  1.6511,  1.1706
  3162,  1.6559,  1.1676
  3981,  1.6647,  1.1672
  5012,  1.6584,  1.1722
  6310,  1.6553,  1.1702
  7943,  1.6596,  1.1671
 10000,  1.6592,  1.1672
   100,  1.6270,  1.1682
   126,  1.6577,  1.1670
   158,  1.6533,  1.1683
   200,  1.6689,  1.1727
   251,  1.6403,  1.1634
   316,  1.6823,  1.1668
   398,  1.6561,  1.1667
   501,  1.6624,  1.1654
   631,  1.6555,  1.1652
   794,  1.6627,  1.1691
  1000,  1.6530,  1.1675
  1259,  1.6664,  1.1717
  1585,  1.6678,  1.1726
  1995,  1.6600,  1.1692
  2512,  1.6578,  1.1679
  3162,  1.6569,  1.1714
  3981,  1.6613,  1.1695
  5012,  1.6595,  1.1728
  6310,  1.6603,  1.1660
  7943,  1.6565,  1.1704
 10000,  1.6626,  1.1652
   100,  1.6217,  1.1713
   126,  1.6591,  1.1681
   158,  1.6714,  1.1702
   200,  1.6477,  1.1713
   251,  1.6518,  1.1701
   316,  1.6299,  1.1636
   398,  1.6629,  1.1689
   501,  1.6435,  1.1677
   631,  1.6714,  1.1683
   794,  1.6650,  1.1652
  1000,  1.6534,  1.1678
  1259,  1.6668,  1.1694
  1585,  1.6678,  1.1703
  1995,  1.6620,  1.1674
  2512,  1.6539,  1.1706
  3162,  1.6568,  1.1709
  3981,  1.6635,  1.1681
  5012,  1.6621,  1.1707
  6310,  1.6539,  1.1619
  7943,  1.6599,  1.1693
 10000,  1.6558,  1.1651
   100,  1.6530,  1.1650
   126,  1.6575,  1.1675
   158,  1.6742,  1.1671
   200,  1.6483,  1.1708
   251,  1.6635,  1.1705
   316,  1.6609,  1.1680
   398,  1.6451,  1.1663
   501,  1.6647,  1.1650
   631,  1.6671,  1.1673
   794,  1.6627,  1.1716
  1000,  1.6645,  1.1693
  1259,  1.6437,  1.1668
  1585,  1.6629,  1.1702
  1995,  1.6619,  1.1667
  2512,  1.6644,  1.1665
  3162,  1.6561,  1.1657
  3981,  1.6579,  1.1660
  5012,  1.6545,  1.1720
  6310,  1.6548,  1.1624
  7943,  1.6676,  1.1679
 10000,  1.6512,  1.1649
   100,  1.6592,  1.1625
   126,  1.6600,  1.1673
   158,  1.6419,  1.1659
   200,  1.6786,  1.1677
   251,  1.6409,  1.1603
   316,  1.6820,  1.1645
   398,  1.6497,  1.1688
   501,  1.6612,  1.1651
   631,  1.6523,  1.1681
   794,  1.6612,  1.1703
  1000,  1.6660,  1.1683
  1259,  1.6597,  1.1651
  1585,  1.6569,  1.1665
  1995,  1.6616,  1.1691
  2512,  1.6530,  1.1683
  3162,  1.6596,  1.1713
  3981,  1.6582,  1.1639
  5012,  1.6619,  1.1682
  6310,  1.6529,  1.1598
  7943,  1.6492,  1.1676
 10000,  1.6735,  1.1691
   100,  1.6715,  1.1660
   126,  1.6564,  1.1686
   158,  1.6646,  1.1707
   200,  1.6479,  1.1705
   251,  1.6592,  1.1662
   316,  1.6500,  1.1689
   398,  1.6761,  1.1659
   501,  1.6539,  1.1674
   631,  1.6601,  1.1662
   794,  1.6546,  1.1694
  1000,  1.6634,  1.1693
  1259,  1.6677,  1.1700
  1585,  1.6579,  1.1666
  1995,  1.6622,  1.1677
  2512,  1.6559,  1.1704
  3162,  1.6621,  1.1668
  3981,  1.6586,  1.1657
  5012,  1.6603,  1.1659
  6310,  1.6564,  1.1708
  7943,  1.6583,  1.1697
 10000,  1.6448,  1.1669
   100,  1.6357,  1.1686
   126,  1.6892,  1.1692
   158,  1.6728,  1.1688
   200,  1.6566,  1.1724
   251,  1.6601,  1.1667
   316,  1.6834,  1.1653
   398,  1.6359,  1.1647
   501,  1.6537,  1.1681
   631,  1.6458,  1.1683
   794,  1.6547,  1.1654
  1000,  1.6623,  1.1669
  1259,  1.6770,  1.1697
  1585,  1.6547,  1.1707
  1995,  1.6566,  1.1681
  2512,  1.6625,  1.1693
  3162,  1.6549,  1.1662
  3981,  1.6618,  1.1660
  5012,  1.6560,  1.1743
  6310,  1.6542,  1.1673
  7943,  1.6533,  1.1700
 10000,  1.6605,  1.1672
   100,  1.6356,  1.1661
   126,  1.6574,  1.1665
   158,  1.6674,  1.1715
   200,  1.6435,  1.1668
   251,  1.6664,  1.1662
   316,  1.6530,  1.1688
   398,  1.6450,  1.1679
   501,  1.6643,  1.1674
   631,  1.6439,  1.1680
   794,  1.6586,  1.1685
  1000,  1.6649,  1.1674
  1259,  1.6533,  1.1696
  1585,  1.6587,  1.1677
  1995,  1.6605,  1.1695
  2512,  1.6600,  1.1719
  3162,  1.6621,  1.1699
  3981,  1.6582,  1.1691
  5012,  1.6635,  1.1686
  6310,  1.6546,  1.1799
  7943,  1.6491,  1.1689
 10000,  1.6551,  1.1652
   100,  1.6929,  1.1706
   126,  1.6562,  1.1655
   158,  1.6563,  1.1736
   200,  1.6587,  1.1735
   251,  1.6640,  1.1711
   316,  1.6851,  1.1660
   398,  1.6554,  1.1674
   501,  1.6600,  1.1660
   631,  1.6624,  1.1655
   794,  1.6533,  1.1676
  1000,  1.6665,  1.1687
  1259,  1.6577,  1.1658
  1585,  1.6587,  1.1667
  1995,  1.6615,  1.1679
  2512,  1.6656,  1.1670
  3162,  1.6627,  1.1693
  3981,  1.6654,  1.1653
  5012,  1.6531,  1.1679
  6310,  1.6549,  1.1708
  7943,  1.6585,  1.1634
 10000,  1.6576,  1.1659
   100,  1.6430,  1.1659
   126,  1.6718,  1.1718
   158,  1.6617,  1.1723
   200,  1.6375,  1.1665
   251,  1.6646,  1.1661
   316,  1.6350,  1.1687
   398,  1.6783,  1.1645
   501,  1.6570,  1.1692
   631,  1.6634,  1.1664
   794,  1.6635,  1.1692
  1000,  1.6522,  1.1681
  1259,  1.6630,  1.1660
  1585,  1.6631,  1.1658
  1995,  1.6575,  1.1678
  2512,  1.6605,  1.1685
  3162,  1.6589,  1.1700
  3981,  1.6598,  1.1660
  5012,  1.6540,  1.1667
  6310,  1.6609,  1.1639
  7943,  1.6490,  1.1692
 10000,  1.6663,  1.1658
   100,  1.6504,  1.1629
   126,  1.6600,  1.1688
   158,  1.6622,  1.1735
   200,  1.6449,  1.1686
   251,  1.6656,  1.1683
   316,  1.6344,  1.1681
   398,  1.6319,  1.1641
   501,  1.6519,  1.1647
   631,  1.6621,  1.1661
   794,  1.6640,  1.1666
  1000,  1.6574,  1.1707
  1259,  1.6532,  1.1688
  1585,  1.6635,  1.1685
  1995,  1.6580,  1.1689
  2512,  1.6597,  1.1679
  3162,  1.6589,  1.1683
  3981,  1.6631,  1.1685
  5012,  1.6500,  1.1694
  6310,  1.6605,  1.1650
  7943,  1.6478,  1.1697
 10000,  1.6614,  1.1667
   100,  1.6455,  1.1653
   126,  1.6625,  1.1690
   158,  1.6484,  1.1708
   200,  1.6782,  1.1683
   251,  1.6591,  1.1661
   316,  1.6552,  1.1688
   398,  1.6396,  1.1644
   501,  1.6541,  1.1659
   631,  1.6719,  1.1696
   794,  1.6639,  1.1669
  1000,  1.6590,  1.1680
  1259,  1.6549,  1.1701
  1585,  1.6579,  1.1693
  1995,  1.6582,  1.1679
  2512,  1.6626,  1.1681
  3162,  1.6561,  1.1701
  3981,  1.6588,  1.1668
  5012,  1.6642,  1.1705
  6310,  1.6614,  1.1670
  7943,  1.6593,  1.1704
 10000,  1.6768,  1.1715
   100,  1.6423,  1.1656
   126,  1.6550,  1.1722
   158,  1.6758,  1.1690
   200,  1.6431,  1.1688
   251,  1.6591,  1.1659
   316,  1.6741,  1.1653
   398,  1.6328,  1.1635
   501,  1.6587,  1.1696
   631,  1.6613,  1.1642
   794,  1.6588,  1.1683
  1000,  1.6561,  1.1715
  1259,  1.6674,  1.1684
  1585,  1.6620,  1.1711
  1995,  1.6591,  1.1677
  2512,  1.6664,  1.1671
  3162,  1.6600,  1.1715
  3981,  1.6566,  1.1664
  5012,  1.6540,  1.1677
  6310,  1.6608,  1.1668
  7943,  1.6557,  1.1713
 10000,  1.6623,  1.1667
   100,  1.6962,  1.1699
   126,  1.6622,  1.1698
   158,  1.6378,  1.1632
   200,  1.6748,  1.1673
   251,  1.6529,  1.1685
   316,  1.6464,  1.1665
   398,  1.6594,  1.1626
   501,  1.6581,  1.1702
   631,  1.6514,  1.1674
   794,  1.6605,  1.1696
  1000,  1.6690,  1.1661
  1259,  1.6589,  1.1653
  1585,  1.6595,  1.1679
  1995,  1.6532,  1.1706
  2512,  1.6537,  1.1676
  3162,  1.6579,  1.1697
  3981,  1.6628,  1.1696
  5012,  1.6563,  1.1780
  6310,  1.6553,  1.1667
  7943,  1.6553,  1.1698
 10000,  1.6622,  1.1660
   100,  1.6497,  1.1628
   126,  1.6576,  1.1698
   158,  1.6790,  1.1644
   200,  1.6372,  1.1637
   251,  1.6568,  1.1672
   316,  1.6443,  1.1673
   398,  1.6745,  1.1625
   501,  1.6629,  1.1654
   631,  1.6491,  1.1689
   794,  1.6814,  1.1647
  1000,  1.6586,  1.1695
  1259,  1.6635,  1.1693
  1585,  1.6539,  1.1699
  1995,  1.6606,  1.1676
  2512,  1.6573,  1.1668
  3162,  1.6619,  1.1666
  3981,  1.6631,  1.1673
  5012,  1.6578,  1.1639
  6310,  1.6573,  1.1665
  7943,  1.6704,  1.1671
 10000,  1.6534,  1.1656
   100,  1.6606,  1.1656
   126,  1.6570,  1.1687
   158,  1.6786,  1.1643
   200,  1.6926,  1.1650
   251,  1.6680,  1.1709
   316,  1.6428,  1.1720
   398,  1.6546,  1.1654
   501,  1.6617,  1.1624
   631,  1.6624,  1.1656
   794,  1.6535,  1.1682
  1000,  1.6589,  1.1634
  1259,  1.6511,  1.1710
  1585,  1.6614,  1.1704
