# Count_Alpha
# Time (s), Counts, Avg Counts in 1 seconds
      2950,     25, 93.749
      2951,     27, 93.689
      2952,     26, 93.629
      2953,     19, 93.562
      2954,     23, 93.499
      2955,     31, 93.443
      2956,     17, 93.375
      2957,     13, 93.304
      2958,     17, 93.236
      2959,     22, 93.173
      2960,     29, 93.116
      2961,     18, 93.050
      2962,     16, 92.981
      2963,     33, 92.928
      2964,     19, 92.863
      2965,     17, 92.796
      2966,     26, 92.737
      2967,     25, 92.678
      2968,     25, 92.618
      2969,     19, 92.553
      2970,     21, 92.490
      2971,     25, 92.431
      2972,     22, 92.369
      2973,     19, 92.305
      2974,     15, 92.237
      2975,     15, 92.170
      2976,     20, 92.107
      2977,     24, 92.047
      2978,     22, 91.986
      2979,     18, 91.922
      2980,     32, 91.869
      2981,     12, 91.800
      2982,     24, 91.741
      2983,     22, 91.680
      2984,     15, 91.614
      2985,     22, 91.553
      2986,     27, 91.497
      2987,     23, 91.438
      2988,     20, 91.376
      2989,     27, 91.321
      2990,     17, 91.256
      2991,     17, 91.192
      2992,     22, 91.133
      2993,     29, 91.079
      2994,     13, 91.012
      2995,     23, 90.954
      2996,     42, 90.912
      2997,     21, 90.852
      2998,     19, 90.790
      2999,     22, 90.731
      3000,     27, 90.676
      3001,     25, 90.620
      3002,     21, 90.561
      3003,     32, 90.511
      3004,     22, 90.452
      3005,     20, 90.392
      3006,     21, 90.333
      3007,     20, 90.273
      3008,     21, 90.214
      3009,     16, 90.151
      3010,     19, 90.091
      3011,     17, 90.029
      3012,     20, 89.969
      3013,     24, 89.914
      3014,     24, 89.858
      3015,     17, 89.796
      3016,     23, 89.740
      3017,     25, 89.685
      3018,     25, 89.631
      3019,     25, 89.576
      3020,     22, 89.519
      3021,     30, 89.469
      3022,     18, 89.409
      3023,     29, 89.359
      3024,     16, 89.297
      3025,     19, 89.238
      3026,     31, 89.189
      3027,     16, 89.128
      3028,     22, 89.072
      3029,     27, 89.020
      3030,     28, 88.969
      3031,     14, 88.907
# Time (s), Counts, Avg Counts in 1 seconds
      3032,     24, 88.852
      3033,     25, 88.799
      3034,     23, 88.745
      3035,     16, 88.684
      3036,     25, 88.631
      3037,     17, 88.572
      3038,     16, 88.512
      3039,     16, 88.452
      3040,     24, 88.398
      3041,     38, 88.356
      3042,     29, 88.307
      3043,     28, 88.258
      3044,     28, 88.208
      3045,     21, 88.152
      3046,     31, 88.105
      3047,     19, 88.049
      3048,     28, 87.999
      3049,     27, 87.949
      3050,     19, 87.892
      3051,     19, 87.836
      3052,     13, 87.775
      3053,     54, 87.747
      3054,     25, 87.696
      3055,     31, 87.649
      3056,     13, 87.588
      3057,     20, 87.533
      3058,     25, 87.482
      3059,     29, 87.434
      3060,     28, 87.386
      3061,     28, 87.338
      3062,     18, 87.281
      3063,     26, 87.232
      3064,     23, 87.179
      3065,     15, 87.121
      3066,     17, 87.064
      3067,     22, 87.011
      3068,     19, 86.956
      3069,     13, 86.897
      3070,     28, 86.849
      3071,     20, 86.795
      3072,     14, 86.736
      3073,     18, 86.681
      3074,     32, 86.637
      3075,     23, 86.586
      3076,     26, 86.537
      3077,     20, 86.484
      3078,     19, 86.429
      3079,     18, 86.374
      3080,     24, 86.324
      3081,     21, 86.272
      3082,     20, 86.219
      3083,     17, 86.164
      3084,     22, 86.113
      3085,     17, 86.057
      3086,     16, 86.002
      3087,     26, 85.954
      3088,     14, 85.896
      3089,     15, 85.840
      3090,     19, 85.787
      3091,     18, 85.733
      3092,     25, 85.685
      3093,     29, 85.640
      3094,     20, 85.588
      3095,     15, 85.532
      3096,     17, 85.478
      3097,     18, 85.424
      3098,     27, 85.378
      3099,     21, 85.328
      3100,     23, 85.278
      3101,     20, 85.227
      3102,     78, 85.221
      3103,    159, 85.279
      3104,    154, 85.333
      3105,    116, 85.357
      3106,     22, 85.308
      3107,     30, 85.264
      3108,     15, 85.209
      3109,     17, 85.156
      3110,     21, 85.106
      3111,     31, 85.063
      3112,     21, 85.013
      3113,     19, 84.962
      3114,     18, 84.910
      3115,     20, 84.859
      3116,     19, 84.808
      3117,     19, 84.756
      3118,     14, 84.701
      3119,     24, 84.654
      3120,     26, 84.609
      3121,     17, 84.556
      3122,     21, 84.507
      3123,     19, 84.456
      3124,     26, 84.411
      3125,     19, 84.360
      3126,     16, 84.308
      3127,     30, 84.266
      3128,     16, 84.213
      3129,     36, 84.176
      3130,     29, 84.133
      3131,     21, 84.085
# Time (s), Counts, Avg Counts in 1 seconds
      3132,     17, 84.033
      3133,     28, 83.990
      3134,     19, 83.940
      3135,     15, 83.887
      3136,     18, 83.837
      3137,     25, 83.792
      3138,     17, 83.740
      3139,     18, 83.690
      3140,     20, 83.641
      3141,     18, 83.591
      3142,     21, 83.543
      3143,     14, 83.490
      3144,     27, 83.447
      3145,     18, 83.398
      3146,     21, 83.350
      3147,     28, 83.308
      3148,     31, 83.268
      3149,     27, 83.225
      3150,     23, 83.180
      3151,     36, 83.144
      3152,     19, 83.095
      3153,     17, 83.045
      3154,     25, 83.001
      3155,     15, 82.950
      3156,     16, 82.900
      3157,     18, 82.851
      3158,     18, 82.802
      3159,     27, 82.760
      3160,     33, 82.722
      3161,     23, 82.677
      3162,     18, 82.629
      3163,     22, 82.583
      3164,     26, 82.541
      3165,     28, 82.500
      3166,     28, 82.459
      3167,     15, 82.408
      3168,     25, 82.365
      3169,     24, 82.322
      3170,     22, 82.277
      3171,     20, 82.230
      3172,     21, 82.184
      3173,     25, 82.142
      3174,     14, 82.091
      3175,     20, 82.045
      3176,     33, 82.008
      3177,     25, 81.966
      3178,     21, 81.920
      3179,     19, 81.874
      3180,     21, 81.829
      3181,     32, 81.792
      3182,     30, 81.753
      3183,     23, 81.710
      3184,     23, 81.666
      3185,     24, 81.624
      3186,     22, 81.580
      3187,     24, 81.537
      3188,     15, 81.488
      3189,     28, 81.449
      3190,     17, 81.401
      3191,     14, 81.352
      3192,     18, 81.305
      3193,     22, 81.262
      3194,     26, 81.221
      3195,     24, 81.179
      3196,     24, 81.137
      3197,     23, 81.094
      3198,     15, 81.046
      3199,     18, 81.000
      3200,     17, 80.953
      3201,     22, 80.910
      3202,     24, 80.869
      3203,     24, 80.827
      3204,     15, 80.779
      3205,     20, 80.735
      3206,     33, 80.700
      3207,     18, 80.655
      3208,     30, 80.618
      3209,     16, 80.571
      3210,     22, 80.528
      3211,     24, 80.487
      3212,     27, 80.449
      3213,     27, 80.410
      3214,     17, 80.364
      3215,     17, 80.318
      3216,     20, 80.275
      3217,     25, 80.235
      3218,     20, 80.191
      3219,     27, 80.153
      3220,     28, 80.115
      3221,     19, 80.071
      3222,     16, 80.025
      3223,     17, 79.980
      3224,     22, 79.938
      3225,      8, 79.887
      3226,     16, 79.841
      3227,     16, 79.795
      3228,     15, 79.749
      3229,     27, 79.711
      3230,     33, 79.677
      3231,     18, 79.633
# Time (s), Counts, Avg Counts in 1 seconds
      3232,     27, 79.596
      3233,     28, 79.559
      3234,     25, 79.520
      3235,     17, 79.475
      3236,     25, 79.437
      3237,     18, 79.393
      3238,     36, 79.362
      3239,     26, 79.324
      3240,     25, 79.285
      3241,     20, 79.243
      3242,     23, 79.204
      3243,     23, 79.164
      3244,     22, 79.123
      3245,     22, 79.083
      3246,     26, 79.045
      3247,     21, 79.004
      3248,     17, 78.960
      3249,     22, 78.920
      3250,     28, 78.884
      3251,     35, 78.853
      3252,     23, 78.814
      3253,     17, 78.771
      3254,     14, 78.725
      3255,     24, 78.687
      3256,     15, 78.642
      3257,     18, 78.599
      3258,     20, 78.558
      3259,     25, 78.521
      3260,     18, 78.478
      3261,     22, 78.439
      3262,     23, 78.400
      3263,     23, 78.361
      3264,     31, 78.328
      3265,     25, 78.291
      3266,     21, 78.251
      3267,     29, 78.217
      3268,     14, 78.172
      3269,     25, 78.135
      3270,     30, 78.102
      3271,     25, 78.065
      3272,     17, 78.022
      3273,     21, 77.983
      3274,     24, 77.945
      3275,     17, 77.903
      3276,     44, 77.879
      3277,     27, 77.844
      3278,     17, 77.802
      3279,     19, 77.762
      3280,     21, 77.722
      3281,     13, 77.678
      3282,     28, 77.643
      3283,     19, 77.603
      3284,     13, 77.559
      3285,     19, 77.518
      3286,     26, 77.483
      3287,     19, 77.443
      3288,     16, 77.400
      3289,     15, 77.358
      3290,     32, 77.326
      3291,     10, 77.280
      3292,     26, 77.245
      3293,     13, 77.201
      3294,     17, 77.160
      3295,      8, 77.113
      3296,     28, 77.079
      3297,     92, 77.089
      3298,    161, 77.147
      3299,    151, 77.197
      3300,    121, 77.227
      3301,     29, 77.194
      3302,     25, 77.158
      3303,     13, 77.115
      3304,     14, 77.072
      3305,     19, 77.033
      3306,     22, 76.995
      3307,     19, 76.956
      3308,     17, 76.915
      3309,     29, 76.883
      3310,     20, 76.844
      3311,     19, 76.805
      3312,     17, 76.765
      3313,     27, 76.731
      3314,     26, 76.697
      3315,     15, 76.655
      3316,     32, 76.625
      3317,     21, 76.588
      3318,     20, 76.550
      3319,     37, 76.523
      3320,     31, 76.493
      3321,     34, 76.464
      3322,     23, 76.428
      3323,     16, 76.388
      3324,     31, 76.357
      3325,     24, 76.322
      3326,     20, 76.284
      3327,     29, 76.253
      3328,     21, 76.216
      3329,     23, 76.180
      3330,     19, 76.142
      3331,     38, 76.117
# Time (s), Counts, Avg Counts in 1 seconds
      3332,     20, 76.079
      3333,     27, 76.047
      3334,     18, 76.008
      3335,     12, 75.965
      3336,     24, 75.931
      3337,     33, 75.902
      3338,     23, 75.867
      3339,     26, 75.834
      3340,     17, 75.795
      3341,     16, 75.755
      3342,     26, 75.723
      3343,     21, 75.686
      3344,     28, 75.655
      3345,     32, 75.626
      3346,     28, 75.594
      3347,     23, 75.560
      3348,     20, 75.523
      3349,     23, 75.488
      3350,     19, 75.451
      3351,     22, 75.416
      3352,     16, 75.377
      3353,     29, 75.346
      3354,     26, 75.314
      3355,     28, 75.283
      3356,     31, 75.254
      3357,     14, 75.214
      3358,     34, 75.187
      3359,     14, 75.147
      3360,     26, 75.115
      3361,     26, 75.082
      3362,     20, 75.046
      3363,     20, 75.010
      3364,     33, 74.983
      3365,     21, 74.948
      3366,     21, 74.913
      3367,     18, 74.876
      3368,     18, 74.839
      3369,     17, 74.801
      3370,     20, 74.765
      3371,     23, 74.732
      3372,     30, 74.703
      3373,     25, 74.670
      3374,     15, 74.632
      3375,     21, 74.597
      3376,     18, 74.560
      3377,     24, 74.527
      3378,     23, 74.494
      3379,     22, 74.460
      3380,     30, 74.432
      3381,     11, 74.391
      3382,     17, 74.354
      3383,     21, 74.319
      3384,     32, 74.292
      3385,     15, 74.254
      3386,     30, 74.225
      3387,     30, 74.197
      3388,     31, 74.169
      3389,     18, 74.133
      3390,     22, 74.099
      3391,     29, 74.071
      3392,     17, 74.034
      3393,     27, 74.004
      3394,     24, 73.972
      3395,     37, 73.948
      3396,     31, 73.921
      3397,     33, 73.895
      3398,     16, 73.858
      3399,     21, 73.824
      3400,     23, 73.791
      3401,     16, 73.755
      3402,     17, 73.718
      3403,     25, 73.687
      3404,     20, 73.653
      3405,     18, 73.618
      3406,     49, 73.602
      3407,     17, 73.566
      3408,     12, 73.527
      3409,     19, 73.493
      3410,     19, 73.458
      3411,     35, 73.434
      3412,     14, 73.396
      3413,     23, 73.364
      3414,     21, 73.331
      3415,     29, 73.303
      3416,     18, 73.268
      3417,     33, 73.243
      3418,     28, 73.214
      3419,     12, 73.176
      3420,     30, 73.149
      3421,     20, 73.115
      3422,     28, 73.087
      3423,     25, 73.057
      3424,     30, 73.030
      3425,     17, 72.994
      3426,     28, 72.966
      3427,     87, 72.975
      3428,    166, 73.033
      3429,    150, 73.081
      3430,    107, 73.103
      3431,     26, 73.073
# Time (s), Counts, Avg Counts in 1 seconds
      3432,     19, 73.039
      3433,     27, 73.011
      3434,     31, 72.984
      3435,     25, 72.954
      3436,     12, 72.916
      3437,     19, 72.883
      3438,     15, 72.847
      3439,     26, 72.818
      3440,     41, 72.798
      3441,     26, 72.769
      3442,     31, 72.743
      3443,     25, 72.713
      3444,     20, 72.681
      3445,     25, 72.651
      3446,     29, 72.624
      3447,     20, 72.591
      3448,     30, 72.565
      3449,     26, 72.536
      3450,     18, 72.502
      3451,     24, 72.473
      3452,     33, 72.448
      3453,     27, 72.420
      3454,     32, 72.395
      3455,     20, 72.363
      3456,     18, 72.329
      3457,     18, 72.296
      3458,     20, 72.264
      3459,     17, 72.230
      3460,     18, 72.197
      3461,     20, 72.165
      3462,     17, 72.131
      3463,     31, 72.105
      3464,     21, 72.074
      3465,     25, 72.045
      3466,     32, 72.021
      3467,     20, 71.989
      3468,     17, 71.955
      3469,     18, 71.922
      3470,     22, 71.892
      3471,     33, 71.868
      3472,     23, 71.838
      3473,     26, 71.810
      3474,     25, 71.782
      3475,     22, 71.752
      3476,     22, 71.721
      3477,     18, 71.689
      3478,     14, 71.654
      3479,     28, 71.627
      3480,     26, 71.600
      3481,     33, 71.576
      3482,     16, 71.542
      3483,     24, 71.514
      3484,     17, 71.481
      3485,     21, 71.450
      3486,     24, 71.421
      3487,     17, 71.389
      3488,     26, 71.361
      3489,     17, 71.328
      3490,     18, 71.296
      3491,     10, 71.259
      3492,     26, 71.232
      3493,     33, 71.209
      3494,     22, 71.179
      3495,     19, 71.148
      3496,     16, 71.115
      3497,     30, 71.090
      3498,     13, 71.055
      3499,     12, 71.020
      3500,     15, 70.986
      3501,     30, 70.962
      3502,     26, 70.935
      3503,     14, 70.901
      3504,     26, 70.874
      3505,     36, 70.853
      3506,     20, 70.823
      3507,     15, 70.789
      3508,     23, 70.761
      3509,     24, 70.733
      3510,     19, 70.702
      3511,     23, 70.674
      3512,     22, 70.645
      3513,     25, 70.617
      3514,     19, 70.587
      3515,     29, 70.562
      3516,     24, 70.534
      3517,     17, 70.503
      3518,     23, 70.474
      3519,     19, 70.444
      3520,     19, 70.413
      3521,     18, 70.382
      3522,     23, 70.354
      3523,     21, 70.325
      3524,     25, 70.298
      3525,     20, 70.269
      3526,     30, 70.245
      3527,     30, 70.221
      3528,     24, 70.194
      3529,     22, 70.166
      3530,     21, 70.137
      3531,     27, 70.111
# Time (s), Counts, Avg Counts in 1 seconds
      3532,     24, 70.084
      3533,     24, 70.057
      3534,     19, 70.027
      3535,     22, 69.999
      3536,     14, 69.966
      3537,     25, 69.940
      3538,     20, 69.910
      3539,     30, 69.887
      3540,     24, 69.860
      3541,     19, 69.830
      3542,     41, 69.813
      3543,     21, 69.785
      3544,     33, 69.763
      3545,     19, 69.734
      3546,     14, 69.701
      3547,     31, 69.679
      3548,     25, 69.653
      3549,     21, 69.624
      3550,     27, 69.600
      3551,     19, 69.570
      3552,     21, 69.542
      3553,     17, 69.511
      3554,     22, 69.484
      3555,     17, 69.453
      3556,     19, 69.424
      3557,     30, 69.401
      3558,     26, 69.376
      3559,     27, 69.351
      3560,     18, 69.322
      3561,     32, 69.300
      3562,     15, 69.269
      3563,     23, 69.242
      3564,     17, 69.212
      3565,     20, 69.183
      3566,     28, 69.160
      3567,     13, 69.127
      3568,     17, 69.097
      3569,     31, 69.075
      3570,     23, 69.049
      3571,     32, 69.028
      3572,     23, 69.001
      3573,     15, 68.970
      3574,     28, 68.947
      3575,     17, 68.917
      3576,     25, 68.892
      3577,     29, 68.869
      3578,     14, 68.837
      3579,     14, 68.806
      3580,     18, 68.777
      3581,     35, 68.758
      3582,     21, 68.730
      3583,     19, 68.702
      3584,     27, 68.678
      3585,     20, 68.650
      3586,     23, 68.624
      3587,     30, 68.602
      3588,     26, 68.578
      3589,     15, 68.548
      3590,     30, 68.526
      3591,     21, 68.499
      3592,     24, 68.473
      3593,     17, 68.444
      3594,     24, 68.419
      3595,     18, 68.390
      3596,     23, 68.365
      3597,     12, 68.333
      3598,     28, 68.310
      3599,     24, 68.285
      3600,     25, 68.260
      3601,     28, 68.237
      3602,     25, 68.213
      3603,     34, 68.194
      3604,     19, 68.166
      3605,     31, 68.145
      3606,     18, 68.117
      3607,     18, 68.088
      3608,     24, 68.064
      3609,     18, 68.035
      3610,     23, 68.010
      3611,     20, 67.983
      3612,     22, 67.957
      3613,     27, 67.934
      3614,     22, 67.909
      3615,     21, 67.882
      3616,     37, 67.865
      3617,     40, 67.849
      3618,     31, 67.829
      3619,     36, 67.811
      3620,     73, 67.814
      3621,     36, 67.796
      3622,     33, 67.777
      3623,     41, 67.762
      3624,     36, 67.744
      3625,     81, 67.751
      3626,     69, 67.752
      3627,    146, 67.796
      3628,    107, 67.817
      3629,     97, 67.834
      3630,    128, 67.867
      3631,    191, 67.936
# Time (s), Counts, Avg Counts in 1 seconds
      3632,    289, 68.058
      3633,    240, 68.154
      3634,    210, 68.233
      3635,    221, 68.317
      3636,    191, 68.385
      3637,    172, 68.443
      3638,    231, 68.533
      3639,    241, 68.628
      3640,    220, 68.712
      3641,    271, 68.824
      3642,    281, 68.941
      3643,    327, 69.083
      3644,    322, 69.223
      3645,    247, 69.321
      3646,    312, 69.455
      3647,    327, 69.597
      3648,    265, 69.704
      3649,    324, 69.844
      3650,    292, 69.966
      3651,    299, 70.092
      3652,    296, 70.216
      3653,    305, 70.345
      3654,    365, 70.507
      3655,    298, 70.632
      3656,    238, 70.724
      3657,    289, 70.843
      3658,    289, 70.963
      3659,    367, 71.125
      3660,    312, 71.257
      3661,    279, 71.370
      3662,    195, 71.438
      3663,    260, 71.541
      3664,    247, 71.636
      3665,    290, 71.756
      3666,    282, 71.870
      3667,    193, 71.936
      3668,    226, 72.020
      3669,    299, 72.144
      3670,    185, 72.205
      3671,    245, 72.299
      3672,    214, 72.376
      3673,    189, 72.439
      3674,    172, 72.493
      3675,    204, 72.565
      3676,    227, 72.649
      3677,    176, 72.705
      3678,    231, 72.790
      3679,    213, 72.866
      3680,    182, 72.925
      3681,    269, 73.031
      3682,    183, 73.091
      3683,    176, 73.146
      3684,    173, 73.200
      3685,    225, 73.282
      3686,    238, 73.371
      3687,    245, 73.464
      3688,    229, 73.547
      3689,    204, 73.618
      3690,    233, 73.703
      3691,    302, 73.826
      3692,    253, 73.923
      3693,    254, 74.019
      3694,    246, 74.112
      3695,    274, 74.219
      3696,    224, 74.299
      3697,    266, 74.402
      3698,    274, 74.509
      3699,    266, 74.612
      3700,    224, 74.692
      3701,    251, 74.786
      3702,    260, 74.885
      3703,    245, 74.976
      3704,    236, 75.062
      3705,    223, 75.141
      3706,    203, 75.209
      3707,    220, 75.286
      3708,    262, 75.386
      3709,    227, 75.467
      3710,    236, 75.552
      3711,    269, 75.655
      3712,    273, 75.760
      3713,    263, 75.860
      3714,    244, 75.949
      3715,    215, 76.023
      3716,    234, 76.107
      3717,    237, 76.192
      3718,    247, 76.283
      3719,    223, 76.360
      3720,    247, 76.451
      3721,    101, 76.464
      3722,    113, 76.483
      3723,    114, 76.503
      3724,    251, 76.595
      3725,    231, 76.677
      3726,    239, 76.762
      3727,    242, 76.850
      3728,    246, 76.939
      3729,    221, 77.015
      3730,    242, 77.102
      3731,    210, 77.172
# Time (s), Counts, Avg Counts in 1 seconds
      3732,    295, 77.286
      3733,    253, 77.379
      3734,    214, 77.451
      3735,    161, 77.494
      3736,    222, 77.570
      3737,    262, 77.667
      3738,    381, 77.826
      3739,    343, 77.965
      3740,    254, 78.058
      3741,    257, 78.151
      3742,    254, 78.243
      3743,    254, 78.335
      3744,    207, 78.403
      3745,    288, 78.512
      3746,    294, 78.625
      3747,    276, 78.728
      3748,    225, 78.804
      3749,    259, 78.898
      3750,    219, 78.971
      3751,    242, 79.056
      3752,    294, 79.168
      3753,    290, 79.278
      3754,    266, 79.375
      3755,    248, 79.463
      3756,    295, 79.575
      3757,    282, 79.680
      3758,    237, 79.762
      3759,    227, 79.838
      3760,    218, 79.910
      3761,    251, 79.998
      3762,    257, 80.090
      3763,    205, 80.155
      3764,    328, 80.283
      3765,    287, 80.390
      3766,    219, 80.462
      3767,    302, 80.576
      3768,    243, 80.660
      3769,    215, 80.729
      3770,    256, 80.820
      3771,    229, 80.896
      3772,    324, 81.022
      3773,    276, 81.122
      3774,    258, 81.213
      3775,    282, 81.316
      3776,    202, 81.379
      3777,    197, 81.438
      3778,    232, 81.515
      3779,    316, 81.636
      3780,    282, 81.739
      3781,    202, 81.800
      3782,    193, 81.857
      3783,    305, 81.972
      3784,    234, 82.050
      3785,    283, 82.153
      3786,    237, 82.232
      3787,    293, 82.340
      3788,    208, 82.404
      3789,    306, 82.518
      3790,    173, 82.564
      3791,    158, 82.603
      3792,    172, 82.648
      3793,    206, 82.711
      3794,    205, 82.774
      3795,    196, 82.831
      3796,    203, 82.893
      3797,    171, 82.937
      3798,    214, 83.004
      3799,    195, 83.061
      3800,    194, 83.117
      3801,    176, 83.165
      3802,    294, 83.272
      3803,    166, 83.314
      3804,    209, 83.377
      3805,    218, 83.446
      3806,    210, 83.510
      3807,    153, 83.545
      3808,    251, 83.630
      3809,    186, 83.681
      3810,    204, 83.742
      3811,    190, 83.796
      3812,    190, 83.849
      3813,    239, 83.928
      3814,    223, 83.998
      3815,    217, 84.065
      3816,    216, 84.132
      3817,    265, 84.223
      3818,    204, 84.283
      3819,    181, 84.332
      3820,    254, 84.417
      3821,    213, 84.482
      3822,    219, 84.549
      3823,    244, 84.629
      3824,    230, 84.702
      3825,    240, 84.780
      3826,    199, 84.837
      3827,    251, 84.921
      3828,    243, 85.000
      3829,    222, 85.069
      3830,    207, 85.130
      3831,    272, 85.223
# Time (s), Counts, Avg Counts in 1 seconds
      3832,    178, 85.269
      3833,    200, 85.327
      3834,    202, 85.385
      3835,    186, 85.435
      3836,    220, 85.502
      3837,    170, 85.545
      3838,    240, 85.622
      3839,    183, 85.670
      3840,    175, 85.715
      3841,    221, 85.782
      3842,    179, 85.828
      3843,    212, 85.891
      3844,    253, 85.974
      3845,    253, 86.057
      3846,    217, 86.122
      3847,    201, 86.179
      3848,    207, 86.239
      3849,    218, 86.304
      3850,    183, 86.352
      3851,    212, 86.415
      3852,    244, 86.493
      3853,    276, 86.586
      3854,    178, 86.632
      3855,    182, 86.679
      3856,    235, 86.752
      3857,    194, 86.805
      3858,    227, 86.874
      3859,    222, 86.941
      3860,    225, 87.009
      3861,    221, 87.075
      3862,    187, 87.124
      3863,    288, 87.223
      3864,    215, 87.286
      3865,    260, 87.371
      3866,    190, 87.421
      3867,    215, 87.484
      3868,    213, 87.546
      3869,    248, 87.624
      3870,    198, 87.679
      3871,    234, 87.750
      3872,    200, 87.805
      3873,    226, 87.873
      3874,    222, 87.939
      3875,    198, 87.993
      3876,    287, 88.090
      3877,    221, 88.155
      3878,    281, 88.249
      3879,    227, 88.317
      3880,    194, 88.369
      3881,    241, 88.443
      3882,    220, 88.507
      3883,    207, 88.565
      3884,    201, 88.620
      3885,    223, 88.685
      3886,    204, 88.741
      3887,    194, 88.793
      3888,    252, 88.872
      3889,    222, 88.937
      3890,    208, 88.995
      3891,    240, 89.068
      3892,    198, 89.121
      3893,    203, 89.176
      3894,    238, 89.248
      3895,    273, 89.337
      3896,    222, 89.402
      3897,    282, 89.495
      3898,    199, 89.548
      3899,    217, 89.610
      3900,    300, 89.711
      3901,    240, 89.784
      3902,    227, 89.850
      3903,    267, 89.936
      3904,    230, 90.003
      3905,    241, 90.076
      3906,    223, 90.140
      3907,    214, 90.200
      3908,    211, 90.258
      3909,    266, 90.343
      3910,    223, 90.407
      3911,    224, 90.471
      3912,    308, 90.575
      3913,    258, 90.656
      3914,    216, 90.716
      3915,    212, 90.774
      3916,    296, 90.873
      3917,    305, 90.976
      3918,    224, 91.039
      3919,    241, 91.111
      3920,    250, 91.187
      3921,    218, 91.248
      3922,    296, 91.346
      3923,    231, 91.413
      3924,    279, 91.502
      3925,    267, 91.586
      3926,    237, 91.656
      3927,    235, 91.724
      3928,    239, 91.794
      3929,    257, 91.873
      3930,    221, 91.935
      3931,    215, 91.993
# Time (s), Counts, Avg Counts in 1 seconds
      3932,    235, 92.061
      3933,    205, 92.115
      3934,    218, 92.175
      3935,    239, 92.245
      3936,    230, 92.310
      3937,    247, 92.384
      3938,    198, 92.434
      3939,    263, 92.515
      3940,    251, 92.590
      3941,    271, 92.675
      3942,    258, 92.753
      3943,    181, 92.795
      3944,    216, 92.853
      3945,    160, 92.885
      3946,    174, 92.923
      3947,    104, 92.929
      3948,     86, 92.925
      3949,    113, 92.935
      3950,    266, 93.017
      3951,    268, 93.099
      3952,    342, 93.216
      3953,    241, 93.286
      3954,    238, 93.354
      3955,    235, 93.421
      3956,    227, 93.484
      3957,    237, 93.552
      3958,    220, 93.611
      3959,    214, 93.668
      3960,    177, 93.707
      3961,    203, 93.758
      3962,    205, 93.810
      3963,    175, 93.848
      3964,    189, 93.893
      3965,    220, 93.952
      3966,    224, 94.013
      3967,    237, 94.080
      3968,    198, 94.129
      3969,    206, 94.181
      3970,    263, 94.260
      3971,    266, 94.340
      3972,    227, 94.402
      3973,    205, 94.454
      3974,    236, 94.520
      3975,    221, 94.579
      3976,    219, 94.637
      3977,    244, 94.707
      3978,    236, 94.773
      3979,    252, 94.846
      3980,    191, 94.891
      3981,    370, 95.019
      3982,    359, 95.141
      3983,    341, 95.256
      3984,    241, 95.323
      3985,    251, 95.396
      3986,    287, 95.485
      3987,    273, 95.567
      3988,    256, 95.641
      3989,    195, 95.688
      3990,    280, 95.773
      3991,    247, 95.843
      3992,    211, 95.896
      3993,    304, 95.993
      3994,    244, 96.061
      3995,    298, 96.154
      3996,    293, 96.245
      3997,    306, 96.342
      3998,    318, 96.445
      3999,    301, 96.539
      4000,    269, 96.619
      4001,    250, 96.689
      4002,    241, 96.756
      4003,    318, 96.858
      4004,    141, 96.878
      4005,     31, 96.848
      4006,     37, 96.820
      4007,     30, 96.789
      4008,     16, 96.752
      4009,     21, 96.718
      4010,     20, 96.682
      4011,     14, 96.644
      4012,     22, 96.610
      4013,     23, 96.576
      4014,     28, 96.545
      4015,     21, 96.510
      4016,     22, 96.476
      4017,     24, 96.443
      4018,     18, 96.407
      4019,     11, 96.368
      4020,     25, 96.335
      4021,     13, 96.297
      4022,     27, 96.266
      4023,     29, 96.235
      4024,     14, 96.198
      4025,     25, 96.165
      4026,     33, 96.136
      4027,     20, 96.102
      4028,     32, 96.072
      4029,     22, 96.039
      4030,     20, 96.004
      4031,     22, 95.970
# Time (s), Counts, Avg Counts in 1 seconds
      4032,     31, 95.941
      4033,     24, 95.908
      4034,     25, 95.876
      4035,     20, 95.842
      4036,     16, 95.805
      4037,     24, 95.773
      4038,     16, 95.737
      4039,     25, 95.705
      4040,     15, 95.668
      4041,     31, 95.639
      4042,     30, 95.609
      4043,     24, 95.577
      4044,     31, 95.547
      4045,     26, 95.516
      4046,     23, 95.483
      4047,     27, 95.452
      4048,     28, 95.422
      4049,     29, 95.392
      4050,     16, 95.356
      4051,     31, 95.327
      4052,     18, 95.292
      4053,     23, 95.260
      4054,     25, 95.228
      4055,     22, 95.195
      4056,     16, 95.160
      4057,     20, 95.126
      4058,     26, 95.095
      4059,     24, 95.063
      4060,     16, 95.027
      4061,     30, 94.998
      4062,     20, 94.965
      4063,     18, 94.930
      4064,     19, 94.896
      4065,     24, 94.864
      4066,     27, 94.834
      4067,     13, 94.797
      4068,     32, 94.769
      4069,     31, 94.741
      4070,     17, 94.706
      4071,     23, 94.674
      4072,     21, 94.641
      4073,     21, 94.608
      4074,     11, 94.571
      4075,     24, 94.539
      4076,     17, 94.505
      4077,     24, 94.473
      4078,     31, 94.445
      4079,     17, 94.411
      4080,     24, 94.379
      4081,     17, 94.345
      4082,     19, 94.312
      4083,     24, 94.280
      4084,     19, 94.247
      4085,     28, 94.217
      4086,     19, 94.184
      4087,     31, 94.156
      4088,     21, 94.124
      4089,     22, 94.092
      4090,     31, 94.064
