# Count_Alpha
# Time (s), Counts, Avg Counts in 1 seconds
      4091,     16, 94.029
      4092,     21, 93.997
      4093,     22, 93.965
      4094,     25, 93.935
      4095,     16, 93.900
      4096,     29, 93.871
      4097,     23, 93.840
      4098,     30, 93.812
      4099,     21, 93.780
      4100,     14, 93.745
      4101,     19, 93.712
      4102,     23, 93.681
      4103,     27, 93.651
      4104,     15, 93.617
      4105,     26, 93.587
      4106,     18, 93.554
      4107,     23, 93.523
      4108,     26, 93.493
      4109,     27, 93.464
      4110,     19, 93.431
      4111,     22, 93.400
      4112,     22, 93.368
      4113,     29, 93.340
      4114,     20, 93.308
      4115,     32, 93.281
      4116,     23, 93.250
      4117,     32, 93.224
      4118,     13, 93.189
      4119,     16, 93.155
      4120,     25, 93.125
      4121,     16, 93.091
      4122,     20, 93.059
      4123,     23, 93.029
      4124,     11, 92.993
      4125,     19, 92.961
      4126,     19, 92.928
      4127,     27, 92.900
      4128,     24, 92.870
      4129,     25, 92.840
      4130,     30, 92.813
      4131,     21, 92.782
# Time (s), Counts, Avg Counts in 1 seconds
      4132,     27, 92.753
      4133,     15, 92.719
      4134,     25, 92.690
      4135,     36, 92.665
      4136,     15, 92.632
      4137,     32, 92.605
      4138,     15, 92.572
      4139,     19, 92.540
      4140,     25, 92.510
      4141,     30, 92.483
      4142,     21, 92.452
      4143,     16, 92.419
      4144,     31, 92.393
      4145,     18, 92.361
      4146,     28, 92.333
      4147,     20, 92.302
      4148,     23, 92.272
      4149,     18, 92.240
      4150,     26, 92.211
      4151,     28, 92.183
      4152,     34, 92.158
      4153,      8, 92.122
      4154,     25, 92.093
      4155,     28, 92.065
      4156,     21, 92.035
      4157,     27, 92.007
      4158,     32, 91.981
      4159,     24, 91.952
      4160,     17, 91.920
      4161,     26, 91.891
      4162,     24, 91.862
      4163,     17, 91.830
      4164,     20, 91.799
      4165,     28, 91.772
      4166,     19, 91.741
      4167,     32, 91.715
      4168,     28, 91.688
      4169,     30, 91.662
      4170,     20, 91.631
      4171,     21, 91.601
      4172,     24, 91.572
      4173,     23, 91.542
      4174,     16, 91.510
      4175,     23, 91.481
      4176,     26, 91.453
      4177,     24, 91.424
      4178,     26, 91.396
      4179,     31, 91.371
      4180,     29, 91.344
      4181,     17, 91.312
      4182,     27, 91.285
      4183,     19, 91.254
      4184,     17, 91.223
      4185,     23, 91.194
      4186,     32, 91.169
      4187,     16, 91.137
      4188,     18, 91.106
      4189,     19, 91.075
      4190,     23, 91.046
      4191,     22, 91.017
      4192,     19, 90.986
      4193,     23, 90.958
      4194,     18, 90.927
      4195,     27, 90.900
      4196,     34, 90.876
      4197,     34, 90.852
      4198,     25, 90.824
      4199,     21, 90.794
      4200,     29, 90.768
      4201,     21, 90.739
      4202,     22, 90.710
      4203,     35, 90.686
      4204,     20, 90.656
      4205,     12, 90.623
      4206,     24, 90.595
      4207,     15, 90.563
      4208,     28, 90.537
      4209,     20, 90.507
      4210,     22, 90.479
      4211,     30, 90.453
      4212,     29, 90.427
      4213,     15, 90.396
      4214,     15, 90.364
      4215,     25, 90.337
      4216,     16, 90.305
      4217,     23, 90.277
      4218,     12, 90.244
      4219,     75, 90.238
      4220,    148, 90.262
      4221,    147, 90.286
      4222,    121, 90.299
      4223,     16, 90.268
      4224,     28, 90.242
      4225,     22, 90.213
      4226,     24, 90.185
      4227,     28, 90.159
      4228,     18, 90.129
      4229,     18, 90.099
      4230,     17, 90.069
      4231,     28, 90.043
# Time (s), Counts, Avg Counts in 1 seconds
      4232,     18, 90.013
      4233,     35, 89.990
      4234,     30, 89.965
      4235,     13, 89.933
      4236,     20, 89.904
      4237,     14, 89.872
      4238,     28, 89.847
      4239,     18, 89.817
      4240,     24, 89.789
      4241,     13, 89.758
      4242,     20, 89.729
      4243,     13, 89.697
      4244,     23, 89.669
      4245,     22, 89.641
      4246,     30, 89.616
      4247,     27, 89.590
      4248,     21, 89.562
      4249,     15, 89.531
      4250,     28, 89.506
      4251,     25, 89.479
      4252,     23, 89.452
      4253,     24, 89.425
      4254,     32, 89.401
      4255,     25, 89.374
      4256,     16, 89.344
      4257,     18, 89.315
      4258,     11, 89.282
      4259,     30, 89.258
      4260,     27, 89.232
      4261,     16, 89.202
      4262,     27, 89.177
      4263,     23, 89.149
      4264,     24, 89.123
      4265,     18, 89.093
      4266,     25, 89.067
      4267,      9, 89.034
      4268,     22, 89.007
      4269,     27, 88.981
      4270,     39, 88.961
      4271,     51, 88.945
      4272,     30, 88.921
      4273,     22, 88.893
      4274,     20, 88.865
      4275,     21, 88.837
      4276,     15, 88.807
      4277,     27, 88.782
      4278,     22, 88.755
      4279,     17, 88.725
      4280,     29, 88.701
      4281,     20, 88.673
      4282,     22, 88.646
      4283,     16, 88.616
      4284,     26, 88.591
      4285,     20, 88.563
      4286,     15, 88.533
      4287,     14, 88.502
      4288,     23, 88.476
      4289,     19, 88.447
      4290,     28, 88.423
      4291,     24, 88.396
      4292,     35, 88.375
      4293,     20, 88.347
      4294,     25, 88.321
      4295,     14, 88.291
      4296,     20, 88.263
      4297,     32, 88.241
      4298,     23, 88.214
      4299,     21, 88.187
      4300,     21, 88.160
      4301,     16, 88.130
      4302,     19, 88.102
      4303,     24, 88.076
      4304,     13, 88.046
      4305,     27, 88.021
      4306,     23, 87.995
      4307,     23, 87.969
      4308,     16, 87.940
      4309,     23, 87.914
      4310,     38, 87.893
      4311,     14, 87.864
      4312,     26, 87.839
      4313,     26, 87.814
      4314,     34, 87.792
      4315,     22, 87.766
      4316,     20, 87.738
      4317,     22, 87.712
      4318,     26, 87.687
      4319,     28, 87.663
      4320,     25, 87.638
      4321,     17, 87.609
      4322,     25, 87.584
      4323,     23, 87.558
      4324,     18, 87.530
      4325,     16, 87.502
      4326,     21, 87.475
      4327,     20, 87.448
      4328,     21, 87.421
      4329,     22, 87.395
      4330,     24, 87.370
      4331,     27, 87.346
# Time (s), Counts, Avg Counts in 1 seconds
      4332,     19, 87.318
      4333,     19, 87.291
      4334,     22, 87.265
      4335,     18, 87.237
      4336,     24, 87.212
      4337,     25, 87.187
      4338,     21, 87.161
      4339,     27, 87.137
      4340,     23, 87.111
      4341,     22, 87.085
      4342,     18, 87.058
      4343,     27, 87.034
      4344,     27, 87.010
      4345,     13, 86.981
      4346,     20, 86.954
      4347,     24, 86.929
      4348,     25, 86.904
      4349,    157, 86.932
      4350,    163, 86.962
      4351,    182, 87.000
      4352,     61, 86.990
      4353,     21, 86.964
      4354,     27, 86.940
      4355,     27, 86.916
      4356,     24, 86.891
      4357,     26, 86.867
      4358,     19, 86.840
      4359,     25, 86.816
      4360,     29, 86.793
      4361,     23, 86.767
      4362,     28, 86.744
      4363,     28, 86.721
      4364,     49, 86.706
      4365,     50, 86.692
      4366,     22, 86.666
      4367,     26, 86.642
      4368,     23, 86.617
      4369,     23, 86.592
      4370,     23, 86.567
      4371,     17, 86.540
      4372,     19, 86.513
      4373,     20, 86.487
      4374,     21, 86.461
      4375,     18, 86.434
      4376,     31, 86.412
      4377,     25, 86.388
      4378,     26, 86.364
      4379,     19, 86.338
      4380,     25, 86.314
      4381,     21, 86.288
      4382,     19, 86.262
      4383,     24, 86.238
      4384,     28, 86.215
      4385,     18, 86.188
      4386,     25, 86.164
      4387,     18, 86.137
      4388,     29, 86.115
      4389,     24, 86.091
      4390,     12, 86.062
      4391,     20, 86.036
      4392,     19, 86.010
      4393,     20, 85.984
      4394,     24, 85.960
      4395,     17, 85.933
      4396,     21, 85.908
      4397,     22, 85.883
      4398,     21, 85.857
      4399,     26, 85.834
      4400,     22, 85.809
      4401,     27, 85.786
      4402,     26, 85.763
      4403,     19, 85.737
      4404,     24, 85.713
      4405,     23, 85.689
      4406,     30, 85.667
      4407,     29, 85.645
      4408,     22, 85.620
      4409,     24, 85.596
      4410,     29, 85.574
      4411,     20, 85.549
      4412,     28, 85.527
      4413,     18, 85.501
      4414,     22, 85.476
      4415,     20, 85.451
      4416,     26, 85.428
      4417,     18, 85.402
      4418,     23, 85.377
      4419,     26, 85.354
      4420,     12, 85.326
      4421,     22, 85.302
      4422,     22, 85.277
      4423,     27, 85.255
      4424,     27, 85.232
      4425,     15, 85.205
      4426,     24, 85.182
      4427,     23, 85.158
      4428,     14, 85.130
      4429,     28, 85.108
      4430,     19, 85.083
      4431,     18, 85.057
# Time (s), Counts, Avg Counts in 1 seconds
      4432,     25, 85.034
      4433,     16, 85.007
      4434,     28, 84.985
      4435,     27, 84.963
      4436,     15, 84.936
      4437,     22, 84.912
      4438,     22, 84.888
      4439,     22, 84.864
      4440,     18, 84.838
      4441,     24, 84.815
      4442,     19, 84.790
      4443,     18, 84.764
      4444,     22, 84.740
      4445,     23, 84.716
      4446,     17, 84.690
      4447,     24, 84.667
      4448,     39, 84.650
      4449,     19, 84.625
      4450,     15, 84.598
      4451,     29, 84.577
      4452,     18, 84.552
      4453,     17, 84.526
      4454,     25, 84.503
      4455,     25, 84.480
      4456,     21, 84.456
      4457,     16, 84.430
      4458,     13, 84.403
      4459,     23, 84.380
      4460,     18, 84.354
      4461,     21, 84.330
      4462,     24, 84.307
      4463,     27, 84.285
      4464,     26, 84.263
      4465,     27, 84.242
      4466,     24, 84.219
      4467,     30, 84.198
      4468,     17, 84.173
      4469,     32, 84.153
      4470,     19, 84.128
      4471,     22, 84.105
      4472,     40, 84.088
      4473,     28, 84.067
      4474,     25, 84.044
      4475,     19, 84.020
      4476,     25, 83.997
      4477,     25, 83.975
      4478,     39, 83.958
      4479,     23, 83.935
      4480,     18, 83.910
      4481,     21, 83.886
      4482,     12, 83.859
      4483,     20, 83.835
      4484,     23, 83.812
      4485,     27, 83.791
      4486,     29, 83.770
      4487,     18, 83.745
      4488,     22, 83.722
      4489,     26, 83.700
      4490,     25, 83.678
      4491,     17, 83.653
      4492,     19, 83.629
      4493,     20, 83.605
      4494,     25, 83.583
      4495,     15, 83.557
      4496,     22, 83.534
      4497,     17, 83.509
      4498,     30, 83.489
      4499,     15, 83.463
      4500,     32, 83.444
      4501,     23, 83.422
      4502,     27, 83.400
      4503,     28, 83.380
      4504,     24, 83.357
      4505,     25, 83.336
      4506,     28, 83.315
      4507,     26, 83.293
      4508,     18, 83.269
      4509,     21, 83.246
      4510,     20, 83.222
      4511,     26, 83.201
      4512,     25, 83.179
      4513,     19, 83.155
      4514,     17, 83.130
      4515,     10, 83.103
      4516,     11, 83.076
      4517,     23, 83.054
      4518,     18, 83.030
      4519,     32, 83.011
      4520,     27, 82.990
      4521,     17, 82.965
      4522,     22, 82.943
      4523,     20, 82.919
      4524,     28, 82.899
      4525,     20, 82.876
      4526,     16, 82.851
      4527,     16, 82.826
      4528,     17, 82.802
      4529,     14, 82.776
      4530,     26, 82.755
      4531,     41, 82.740
# Time (s), Counts, Avg Counts in 1 seconds
      4532,     26, 82.719
      4533,     28, 82.698
      4534,     23, 82.676
      4535,     21, 82.653
      4536,     17, 82.629
      4537,     14, 82.604
      4538,     19, 82.580
      4539,     32, 82.561
      4540,     25, 82.540
      4541,     22, 82.518
      4542,     17, 82.494
      4543,     18, 82.470
      4544,     27, 82.449
      4545,     86, 82.451
      4546,    190, 82.490
      4547,    206, 82.536
      4548,    147, 82.560
      4549,     15, 82.535
      4550,     38, 82.518
      4551,     26, 82.498
      4552,     33, 82.479
      4553,     15, 82.455
      4554,     19, 82.431
      4555,     28, 82.411
      4556,     18, 82.388
      4557,     21, 82.365
      4558,     20, 82.342
      4559,     22, 82.320
      4560,     25, 82.299
      4561,     30, 82.280
      4562,     13, 82.255
      4563,     32, 82.236
      4564,     32, 82.218
      4565,     24, 82.196
      4566,     24, 82.175
      4567,     17, 82.151
      4568,     13, 82.126
      4569,     21, 82.104
      4570,     18, 82.080
      4571,     28, 82.061
      4572,     16, 82.037
      4573,     23, 82.015
      4574,     23, 81.993
      4575,     24, 81.972
      4576,     32, 81.954
      4577,     17, 81.930
      4578,     18, 81.907
      4579,     27, 81.887
      4580,     28, 81.868
      4581,     35, 81.851
      4582,     17, 81.827
      4583,     23, 81.806
      4584,     25, 81.785
      4585,     19, 81.762
      4586,     22, 81.740
      4587,     15, 81.716
      4588,     41, 81.701
      4589,     30, 81.683
      4590,     16, 81.659
      4591,     21, 81.637
      4592,     24, 81.616
      4593,     31, 81.598
      4594,     17, 81.574
      4595,     36, 81.558
      4596,     24, 81.537
      4597,     12, 81.512
      4598,     18, 81.489
      4599,     24, 81.468
      4600,     30, 81.449
      4601,     30, 81.431
      4602,     21, 81.409
      4603,     34, 81.392
      4604,     19, 81.369
      4605,     25, 81.349
      4606,     22, 81.328
      4607,     13, 81.303
      4608,     19, 81.281
      4609,     26, 81.261
      4610,     18, 81.238
      4611,     24, 81.217
      4612,     21, 81.196
      4613,     21, 81.174
      4614,     18, 81.151
      4615,     18, 81.129
      4616,     18, 81.106
      4617,     21, 81.084
      4618,     18, 81.062
      4619,     20, 81.040
      4620,     13, 81.015
      4621,     16, 80.992
      4622,     21, 80.971
      4623,     17, 80.948
      4624,     24, 80.927
      4625,     20, 80.905
      4626,     25, 80.885
      4627,     14, 80.862
      4628,     21, 80.840
      4629,     13, 80.816
      4630,     13, 80.792
      4631,     26, 80.772
# Time (s), Counts, Avg Counts in 1 seconds
      4632,     21, 80.751
      4633,     19, 80.729
      4634,     17, 80.706
      4635,     31, 80.688
      4636,     21, 80.667
      4637,     21, 80.646
      4638,     28, 80.627
      4639,     18, 80.605
      4640,     20, 80.583
      4641,     24, 80.563
      4642,     24, 80.543
      4643,     23, 80.522
      4644,     15, 80.499
      4645,     19, 80.477
      4646,     17, 80.455
      4647,     20, 80.433
      4648,     13, 80.409
      4649,     23, 80.389
      4650,     22, 80.368
      4651,     41, 80.354
      4652,     24, 80.334
      4653,     15, 80.311
      4654,     20, 80.289
      4655,     23, 80.269
      4656,     17, 80.247
      4657,     24, 80.227
      4658,     27, 80.208
      4659,     16, 80.185
      4660,     23, 80.165
      4661,     21, 80.144
      4662,     22, 80.124
      4663,     26, 80.105
      4664,     22, 80.084
      4665,     19, 80.062
      4666,     21, 80.042
      4667,     30, 80.024
      4668,     18, 80.002
      4669,     28, 79.984
      4670,     20, 79.963
      4671,     17, 79.940
      4672,    142, 79.962
      4673,    163, 79.992
      4674,    155, 80.018
      4675,     70, 80.014
      4676,     26, 79.995
      4677,     31, 79.978
      4678,     31, 79.961
      4679,     20, 79.940
      4680,     24, 79.920
      4681,     34, 79.904
      4682,     22, 79.884
      4683,     18, 79.862
      4684,     15, 79.839
      4685,     25, 79.820
      4686,     21, 79.800
      4687,     41, 79.786
      4688,     16, 79.764
      4689,     24, 79.744
      4690,     28, 79.726
      4691,     17, 79.704
      4692,     28, 79.686
      4693,     15, 79.663
      4694,     29, 79.646
      4695,     19, 79.625
      4696,     25, 79.605
      4697,     35, 79.590
      4698,     26, 79.571
      4699,     30, 79.554
      4700,     17, 79.532
      4701,     21, 79.512
      4702,     27, 79.493
      4703,     17, 79.472
      4704,     21, 79.451
      4705,     13, 79.428
      4706,     35, 79.413
      4707,     34, 79.397
      4708,     23, 79.377
      4709,     22, 79.357
      4710,     21, 79.337
      4711,     23, 79.317
      4712,     22, 79.298
      4713,     13, 79.275
      4714,     16, 79.253
      4715,     28, 79.235
      4716,     22, 79.215
      4717,     18, 79.194
      4718,     28, 79.176
      4719,     21, 79.156
      4720,     22, 79.136
      4721,     15, 79.114
      4722,     27, 79.096
      4723,     33, 79.080
      4724,     30, 79.063
      4725,     23, 79.044
      4726,     31, 79.027
      4727,     21, 79.007
      4728,     20, 78.987
      4729,     20, 78.966
      4730,     27, 78.948
      4731,     22, 78.929
# Time (s), Counts, Avg Counts in 1 seconds
      4732,     27, 78.911
      4733,     23, 78.891
      4734,     29, 78.874
      4735,     23, 78.855
      4736,     25, 78.836
      4737,     19, 78.816
      4738,     19, 78.795
      4739,     10, 78.772
      4740,     19, 78.751
      4741,     17, 78.730
      4742,     19, 78.709
      4743,     22, 78.690
      4744,     29, 78.673
      4745,     24, 78.654
      4746,     20, 78.634
      4747,     27, 78.616
      4748,     23, 78.597
      4749,     21, 78.577
      4750,     31, 78.561
      4751,     24, 78.542
      4752,     18, 78.522
      4753,     21, 78.502
      4754,     19, 78.482
      4755,     24, 78.463
      4756,     20, 78.443
      4757,     29, 78.426
      4758,     23, 78.407
      4759,     24, 78.388
      4760,     25, 78.370
      4761,     17, 78.349
      4762,     34, 78.334
      4763,     20, 78.314
      4764,     28, 78.297
      4765,     18, 78.276
      4766,     32, 78.261
      4767,     20, 78.241
      4768,     22, 78.222
      4769,     27, 78.204
      4770,     27, 78.187
      4771,     21, 78.167
      4772,     25, 78.149
      4773,     20, 78.130
      4774,     25, 78.111
      4775,     29, 78.095
      4776,     25, 78.077
      4777,     13, 78.055
      4778,     24, 78.036
      4779,     21, 78.017
      4780,     29, 78.000
      4781,     29, 77.984
      4782,     14, 77.962
      4783,     26, 77.944
      4784,     13, 77.922
      4785,     29, 77.906
      4786,     25, 77.888
      4787,     37, 77.874
      4788,     34, 77.859
      4789,     26, 77.842
      4790,     28, 77.825
      4791,     20, 77.805
      4792,     30, 77.789
      4793,     18, 77.769
      4794,     26, 77.751
      4795,     22, 77.733
      4796,     11, 77.710
      4797,     24, 77.692
      4798,     20, 77.673
      4799,     29, 77.656
      4800,     37, 77.643
      4801,     24, 77.624
      4802,     37, 77.611
      4803,     22, 77.592
      4804,     21, 77.573
      4805,     20, 77.554
      4806,     19, 77.534
      4807,     23, 77.516
      4808,     23, 77.497
      4809,     40, 77.485
      4810,     21, 77.466
      4811,     23, 77.447
      4812,     19, 77.428
      4813,     21, 77.409
      4814,     14, 77.388
      4815,     18, 77.368
      4816,     25, 77.350
      4817,     30, 77.334
      4818,     13, 77.313
      4819,     21, 77.294
      4820,     21, 77.275
      4821,     21, 77.256
      4822,     22, 77.238
      4823,     33, 77.223
      4824,     18, 77.203
      4825,     26, 77.186
      4826,     30, 77.170
      4827,     19, 77.151
      4828,     29, 77.135
      4829,     19, 77.115
      4830,     19, 77.096
      4831,     28, 77.080
# Time (s), Counts, Avg Counts in 1 seconds
      4832,     19, 77.060
      4833,     18, 77.041
      4834,     21, 77.022
      4835,     14, 77.001
      4836,     16, 76.981
      4837,     16, 76.960
      4838,     23, 76.942
      4839,     15, 76.922
      4840,     20, 76.903
      4841,     22, 76.885
      4842,     23, 76.867
      4843,     23, 76.849
      4844,     38, 76.836
      4845,     22, 76.818
      4846,     12, 76.796
      4847,     15, 76.776
      4848,     28, 76.760
      4849,     23, 76.742
      4850,     18, 76.722
      4851,     20, 76.704
      4852,     19, 76.684
      4853,     20, 76.666
      4854,     16, 76.646
      4855,     18, 76.626
      4856,     25, 76.609
      4857,     23, 76.591
      4858,     40, 76.579
      4859,     20, 76.561
      4860,     18, 76.541
      4861,     13, 76.520
      4862,     18, 76.501
      4863,     37, 76.488
      4864,     13, 76.467
      4865,     21, 76.449
      4866,     32, 76.434
      4867,     22, 76.416
      4868,     13, 76.395
      4869,     28, 76.379
      4870,     20, 76.361
      4871,     22, 76.343
      4872,     20, 76.324
      4873,     25, 76.307
      4874,     17, 76.288
      4875,     35, 76.274
      4876,     32, 76.260
      4877,     27, 76.244
      4878,     23, 76.226
      4879,     26, 76.210
      4880,     28, 76.194
      4881,     33, 76.180
      4882,     14, 76.159
      4883,     22, 76.142
      4884,     13, 76.121
      4885,     11, 76.100
      4886,     22, 76.082
      4887,     15, 76.062
      4888,     21, 76.044
      4889,     27, 76.028
      4890,     28, 76.012
      4891,     22, 75.994
      4892,     19, 75.976
      4893,     16, 75.956
      4894,     24, 75.939
      4895,     27, 75.923
      4896,     11, 75.902
      4897,     30, 75.887
      4898,     23, 75.870
      4899,     23, 75.853
      4900,     23, 75.835
      4901,     13, 75.815
      4902,     27, 75.799
      4903,     23, 75.782
      4904,     29, 75.767
      4905,     17, 75.747
      4906,     31, 75.733
      4907,     25, 75.716
      4908,     29, 75.701
      4909,     24, 75.684
      4910,     19, 75.666
      4911,     28, 75.651
      4912,     17, 75.631
      4913,     24, 75.615
      4914,     19, 75.596
      4915,     15, 75.577
      4916,     25, 75.560
      4917,     31, 75.546
      4918,     19, 75.528
      4919,     22, 75.510
      4920,     31, 75.496
      4921,     16, 75.477
      4922,     20, 75.459
      4923,     19, 75.440
      4924,     23, 75.423
      4925,     23, 75.406
      4926,     28, 75.391
      4927,     30, 75.376
      4928,     24, 75.360
      4929,     13, 75.340
      4930,     28, 75.324
      4931,     22, 75.307
# Time (s), Counts, Avg Counts in 1 seconds
      4932,     19, 75.289
      4933,     19, 75.271
      4934,     21, 75.253
      4935,     23, 75.237
      4936,     30, 75.222
      4937,     16, 75.203
      4938,     19, 75.185
      4939,     22, 75.168
      4940,     22, 75.151
      4941,     22, 75.133
      4942,     26, 75.118
      4943,     20, 75.100
      4944,     30, 75.085
      4945,     21, 75.068
      4946,     13, 75.048
      4947,     18, 75.030
      4948,     24, 75.013
      4949,     18, 74.995
      4950,     18, 74.977
      4951,     18, 74.959
      4952,     17, 74.940
      4953,     18, 74.922
      4954,     15, 74.903
      4955,     17, 74.884
      4956,     19, 74.866
      4957,     27, 74.851
      4958,     15, 74.832
      4959,     21, 74.815
      4960,     24, 74.798
      4961,     31, 74.784
      4962,     16, 74.765
      4963,     27, 74.750
      4964,      8, 74.729
      4965,     23, 74.712
      4966,     23, 74.696
      4967,     28, 74.681
      4968,     25, 74.665
      4969,     19, 74.647
      4970,     18, 74.629
      4971,     25, 74.614
      4972,     14, 74.594
      4973,     32, 74.581
      4974,     22, 74.564
      4975,     20, 74.547
      4976,     24, 74.531
      4977,     18, 74.513
      4978,     28, 74.498
      4979,     18, 74.480
      4980,     18, 74.462
      4981,     24, 74.446
      4982,     25, 74.430
      4983,     23, 74.414
      4984,     14, 74.395
      4985,     32, 74.381
      4986,     13, 74.362
      4987,     30, 74.348
      4988,     26, 74.332
      4989,     18, 74.315
      4990,     23, 74.298
      4991,     21, 74.281
      4992,     19, 74.264
      4993,     20, 74.247
      4994,     26, 74.231
      4995,     35, 74.219
      4996,     24, 74.203
      4997,     18, 74.185
      4998,     24, 74.170
      4999,     74, 74.170
      5000,    177, 74.202
      5001,    160, 74.229
      5002,    143, 74.251
      5003,     17, 74.233
      5004,     20, 74.216
      5005,     29, 74.201
      5006,     30, 74.187
      5007,     22, 74.171
      5008,     20, 74.154
      5009,     20, 74.137
      5010,     31, 74.123
      5011,     16, 74.105
      5012,     20, 74.088
      5013,     15, 74.069
      5014,     28, 74.055
      5015,     51, 74.048
      5016,     14, 74.029
      5017,     20, 74.012
      5018,     26, 73.997
      5019,     16, 73.979
      5020,     18, 73.961
      5021,     17, 73.943
      5022,     33, 73.930
      5023,     31, 73.917
      5024,     24, 73.901
      5025,     20, 73.884
      5026,     21, 73.868
      5027,     25, 73.853
      5028,     23, 73.837
      5029,     24, 73.821
      5030,     33, 73.808
      5031,     25, 73.793
# Time (s), Counts, Avg Counts in 1 seconds
      5032,     25, 73.778
      5033,     31, 73.764
      5034,     28, 73.750
      5035,     27, 73.736
      5036,     13, 73.717
      5037,     17, 73.699
      5038,     23, 73.683
      5039,     27, 73.669
      5040,     32, 73.656
      5041,     19, 73.639
      5042,     20, 73.622
      5043,     24, 73.606
      5044,     19, 73.589
      5045,     21, 73.573
      5046,     24, 73.558
      5047,     23, 73.542
      5048,     14, 73.523
      5049,     22, 73.507
      5050,     25, 73.492
      5051,     23, 73.477
      5052,     19, 73.460
      5053,     30, 73.446
      5054,     19, 73.429
      5055,     23, 73.414
      5056,     32, 73.401
      5057,     27, 73.386
      5058,     24, 73.371
      5059,     21, 73.355
      5060,     27, 73.340
      5061,     21, 73.324
      5062,     28, 73.310
      5063,     16, 73.292
      5064,     24, 73.277
      5065,     25, 73.262
      5066,     26, 73.248
      5067,     26, 73.233
      5068,     21, 73.217
      5069,     23, 73.201
      5070,     20, 73.185
      5071,     24, 73.170
      5072,     20, 73.153
      5073,     30, 73.140
      5074,     17, 73.123
      5075,     24, 73.108
      5076,     27, 73.093
      5077,     26, 73.079
      5078,     24, 73.064
      5079,     28, 73.050
      5080,     14, 73.032
      5081,     26, 73.017
      5082,     18, 73.000
      5083,     20, 72.984
      5084,     23, 72.969
      5085,     29, 72.955
      5086,     16, 72.938
      5087,     16, 72.920
      5088,     24, 72.905
      5089,     23, 72.890
      5090,     27, 72.876
      5091,     25, 72.861
      5092,     22, 72.845
      5093,     18, 72.829
      5094,     22, 72.813
      5095,     18, 72.796
      5096,     18, 72.779
      5097,     19, 72.763
      5098,     23, 72.748
      5099,     25, 72.733
      5100,     23, 72.718
      5101,     24, 72.703
      5102,     22, 72.687
      5103,     25, 72.673
      5104,     15, 72.655
      5105,     19, 72.639
      5106,     29, 72.626
      5107,     28, 72.612
      5108,     24, 72.597
      5109,     26, 72.583
      5110,     31, 72.570
      5111,     24, 72.555
      5112,     21, 72.540
      5113,     19, 72.523
      5114,     21, 72.508
      5115,     24, 72.493
      5116,     14, 72.475
      5117,     14, 72.457
      5118,     17, 72.440
      5119,     23, 72.425
      5120,     37, 72.415
      5121,     20, 72.399
      5122,     33, 72.387
      5123,     24, 72.372
      5124,     18, 72.355
      5125,     37, 72.345
      5126,     23, 72.330
      5127,     21, 72.314
      5128,     14, 72.296
      5129,     25, 72.282
      5130,     29, 72.269
      5131,     32, 72.257
# Time (s), Counts, Avg Counts in 1 seconds
      5132,     28, 72.243
      5133,     20, 72.228
      5134,     20, 72.212
      5135,     28, 72.198
      5136,     29, 72.185
      5137,     26, 72.171
      5138,     21, 72.156
      5139,     24, 72.141
      5140,     13, 72.123
      5141,     28, 72.110
      5142,     25, 72.096
      5143,     17, 72.079
      5144,     25, 72.065
      5145,     13, 72.047
      5146,     29, 72.034
      5147,     26, 72.020
      5148,     16, 72.003
      5149,     23, 71.989
      5150,     28, 71.975
      5151,     21, 71.960
      5152,     25, 71.946
      5153,     36, 71.935
      5154,     21, 71.920
      5155,     19, 71.904
      5156,     38, 71.893
      5157,     15, 71.876
      5158,     24, 71.862
      5159,     22, 71.847
      5160,     37, 71.837
      5161,     46, 71.829
      5162,     29, 71.816
      5163,     75, 71.817
      5164,     32, 71.805
      5165,     58, 71.801
      5166,     61, 71.798
      5167,     80, 71.800
      5168,     51, 71.794
      5169,     39, 71.784
      5170,     58, 71.780
      5171,     77, 71.781
      5172,     67, 71.780
      5173,     39, 71.770
      5174,     33, 71.759
      5175,     54, 71.753
      5176,     38, 71.743
      5177,     75, 71.744
      5178,     40, 71.735
      5179,     75, 71.736
      5180,     38, 71.725
      5181,     60, 71.722
      5182,     44, 71.714
      5183,     54, 71.708
      5184,     59, 71.705
      5185,     64, 71.702
      5186,     64, 71.700
      5187,     66, 71.698
      5188,     51, 71.692
      5189,     80, 71.695
      5190,     91, 71.700
      5191,     87, 71.705
      5192,    104, 71.715
      5193,     76, 71.716
      5194,    112, 71.728
      5195,     59, 71.724
      5196,    103, 71.733
      5197,     88, 71.738
      5198,     85, 71.742
      5199,    116, 71.755
      5200,    115, 71.768
      5201,    109, 71.779
      5202,    124, 71.795
      5203,    116, 71.808
      5204,    102, 71.817
      5205,    123, 71.832
      5206,     83, 71.835
      5207,    132, 71.853
      5208,    145, 71.875
      5209,    127, 71.891
      5210,     82, 71.894
      5211,     78, 71.896
      5212,    109, 71.907
      5213,     90, 71.912
      5214,    100, 71.920
      5215,     49, 71.914
      5216,    100, 71.922
      5217,     88, 71.927
      5218,     93, 71.933
      5219,    104, 71.942
      5220,    106, 71.952
      5221,    129, 71.969
      5222,    133, 71.987
      5223,     78, 71.989
      5224,     77, 71.991
      5225,     89, 71.996
      5226,     82, 71.999
      5227,    178, 72.030
      5228,    136, 72.049
      5229,    130, 72.066
      5230,    112, 72.077
      5231,    131, 72.095
