# Count_Alpha
# Time (s), Counts, Avg Counts in 1 seconds
       305,    282, 127.488
       306,    114, 127.442
       307,    128, 127.444
       308,    182, 127.629
       309,    103, 127.546
       310,    108, 127.480
       311,     88, 127.347
       312,    120, 127.322
       313,    127, 127.321
# Time (s), Counts, Avg Counts in 1 seconds
       314,    118, 127.290
       315,    113, 127.243
       316,    117, 127.209
       317,    119, 127.182
       318,     99, 127.089
       319,    103, 127.010
       320,    108, 126.948
       321,    114, 126.906
       322,    118, 126.877
       323,     91, 126.760
       324,     97, 126.664
       325,     89, 126.543
       326,    116, 126.510
       327,    138, 126.546
       328,     93, 126.439
       329,    131, 126.454
       330,    111, 126.405
       331,    115, 126.369
       332,    114, 126.330
       333,    123, 126.320
       334,    130, 126.331
       335,    128, 126.336
       336,    124, 126.329
       337,    134, 126.353
       338,    115, 126.318
       339,    158, 126.415
       340,     88, 126.298
       341,    135, 126.324
       342,    103, 126.253
       343,    129, 126.261
       344,    110, 126.212
       345,     83, 126.082
       346,    100, 126.003
       347,    108, 125.949
       348,    131, 125.964
       349,    120, 125.946
       350,    117, 125.920
       351,    140, 125.961
       352,    104, 125.896
       353,    135, 125.923
       354,    135, 125.950
       355,    132, 125.968
       356,    108, 125.915
       357,     90, 125.810
       358,    122, 125.799
       359,    110, 125.754
       360,    118, 125.731
       361,    127, 125.735
       362,    124, 125.730
       363,    113, 125.693
       364,    104, 125.631
       365,    138, 125.667
       366,    119, 125.648
       367,    120, 125.632
       368,    104, 125.571
       369,     99, 125.496
       370,    116, 125.469
       371,    108, 125.420
       372,    114, 125.388
       373,    103, 125.326
       374,    156, 125.411
       375,    164, 125.518
       376,    115, 125.489
       377,    138, 125.523
       378,    126, 125.525
       379,    140, 125.564
       380,     95, 125.481
       381,    146, 125.537
       382,    106, 125.484
       383,    109, 125.439
       384,    122, 125.430
       385,    101, 125.364
       386,    139, 125.401
       387,    131, 125.416
       388,    117, 125.393
       389,    126, 125.395
       390,    106, 125.343
       391,    125, 125.342
       392,    129, 125.352
       393,    129, 125.361
       394,    113, 125.329
       395,    143, 125.375
       396,    110, 125.335
       397,    137, 125.366
       398,    131, 125.380
       399,    140, 125.418
       400,    104, 125.363
       401,    155, 125.439
       402,    126, 125.441
       403,    140, 125.478
       404,    127, 125.482
       405,    166, 125.586
       406,    110, 125.546
       407,    150, 125.608
       408,    100, 125.543
       409,    124, 125.539
       410,    136, 125.566
       411,    131, 125.579
       412,    140, 125.616
       413,    119, 125.599
# Time (s), Counts, Avg Counts in 1 seconds
       414,    128, 125.605
       415,    122, 125.596
       416,    116, 125.572
       417,    116, 125.548
       418,    107, 125.502
       419,     99, 125.437
       420,    133, 125.456
       421,    118, 125.437
       422,    102, 125.380
       423,    144, 125.425
       424,    142, 125.466
       425,    114, 125.438
       426,    145, 125.485
       427,    138, 125.516
       428,     95, 125.442
       429,    141, 125.479
       430,     99, 125.416
       431,    121, 125.405
       432,    147, 125.457
       433,    121, 125.446
       434,    143, 125.488
       435,    122, 125.480
       436,    144, 125.524
       437,    126, 125.525
       438,    116, 125.502
       439,    136, 125.527
       440,    146, 125.575
       441,    108, 125.534
       442,    115, 125.509
       443,    112, 125.478
       444,    138, 125.507
       445,    154, 125.573
       446,    132, 125.588
       447,    123, 125.582
       448,    140, 125.615
       449,    128, 125.621
       450,    106, 125.576
       451,    129, 125.584
       452,    121, 125.573
       453,    114, 125.547
       454,    114, 125.520
       455,    109, 125.483
       456,     88, 125.398
       457,    127, 125.402
       458,    100, 125.345
       459,    148, 125.396
       460,     95, 125.327
       461,    117, 125.309
       462,    134, 125.328
       463,     94, 125.258
       464,    110, 125.224
       465,    138, 125.253
       466,     94, 125.184
       467,    136, 125.207
       468,    113, 125.181
       469,    119, 125.167
       470,    101, 125.114
       471,    147, 125.162
       472,    114, 125.138
       473,    115, 125.115
       474,    160, 125.191
       475,    107, 125.152
       476,     92, 125.080
       477,    122, 125.073
       478,    117, 125.056
       479,     98, 124.998
       480,    154, 125.060
       481,    129, 125.069
       482,    133, 125.085
       483,    113, 125.060
       484,    122, 125.053
       485,    130, 125.064
       486,    118, 125.049
       487,    131, 125.061
       488,     91, 124.989
       489,    117, 124.973
       490,    144, 125.013
       491,    121, 125.004
       492,    135, 125.025
       493,    129, 125.033
       494,    103, 124.987
       495,    136, 125.010
       496,    129, 125.019
       497,    123, 125.014
       498,    122, 125.008
       499,     92, 124.940
       500,    124, 124.938
       501,    124, 124.936
       502,    120, 124.926
       503,    139, 124.955
       504,    118, 124.941
       505,     86, 124.861
       506,    106, 124.823
       507,    140, 124.854
       508,    359, 125.328
       509,    351, 125.784
       510,    409, 126.355
       511,    169, 126.441
       512,    149, 126.486
       513,    116, 126.465
# Time (s), Counts, Avg Counts in 1 seconds
       514,    137, 126.486
       515,    114, 126.461
       516,    131, 126.470
       517,    122, 126.461
       518,    101, 126.411
       519,    115, 126.388
       520,    133, 126.401
       521,    104, 126.357
       522,    126, 126.356
       523,    327, 126.750
       524,    136, 126.769
       525,    103, 126.722
       526,    145, 126.758
       527,    152, 126.807
       528,    118, 126.790
       529,     93, 126.724
       530,    112, 126.696
       531,    119, 126.681
       532,    106, 126.641
       533,    142, 126.671
       534,    122, 126.662
       535,    134, 126.676
       536,    122, 126.667
       537,    129, 126.671
       538,    105, 126.630
       539,     98, 126.575
       540,    121, 126.565
       541,    104, 126.522
       542,    133, 126.534
       543,    101, 126.486
       544,    119, 126.472
       545,    122, 126.463
       546,    140, 126.489
       547,     88, 126.417
       548,    126, 126.416
       549,    151, 126.462
       550,    126, 126.461
       551,    111, 126.432
       552,    129, 126.437
       553,    120, 126.425
       554,    112, 126.398
       555,    110, 126.368
       556,    136, 126.386
       557,     84, 126.308
       558,    115, 126.287
       559,    142, 126.316
       560,    106, 126.278
       561,    118, 126.263
       562,    116, 126.245
       563,    151, 126.290
       564,    124, 126.285
       565,    131, 126.294
       566,    154, 126.344
       567,    107, 126.309
       568,    122, 126.301
       569,    120, 126.290
       570,    100, 126.243
       571,    111, 126.215
       572,    124, 126.211
       573,    133, 126.224
       574,    112, 126.198
       575,    130, 126.205
       576,    148, 126.244
       577,    117, 126.227
       578,    108, 126.195
       579,    111, 126.168
       580,    104, 126.129
       581,    118, 126.115
       582,    109, 126.084
       583,    134, 126.098
       584,    132, 126.109
       585,    104, 126.070
       586,    105, 126.033
       587,    120, 126.023
       588,    126, 126.023
       589,    118, 126.009
       590,    128, 126.012
       591,    123, 126.007
       592,    123, 126.002
       593,     93, 125.945
       594,    146, 125.979
       595,    148, 126.017
       596,    132, 126.027
       597,    132, 126.038
       598,    120, 126.027
       599,    146, 126.062
       600,    112, 126.038
       601,    145, 126.070
       602,    130, 126.077
       603,    127, 126.078
       604,    116, 126.061
       605,    104, 126.024
       606,    126, 126.024
       607,    112, 126.000
       608,    109, 125.971
       609,    111, 125.946
       610,    103, 125.908
       611,    138, 125.928
       612,    109, 125.900
       613,    125, 125.898
# Time (s), Counts, Avg Counts in 1 seconds
       614,     84, 125.828
       615,    121, 125.820
       616,    103, 125.782
       617,    141, 125.808
       618,    117, 125.793
       619,    142, 125.820
       620,     93, 125.766
       621,    128, 125.769
       622,    129, 125.775
       623,    124, 125.772
       624,    137, 125.790
       625,    137, 125.809
       626,    130, 125.815
       627,    122, 125.809
       628,    111, 125.785
       629,    112, 125.763
       630,    135, 125.778
       631,    142, 125.804
       632,    136, 125.820
       633,    149, 125.858
       634,     95, 125.808
       635,     98, 125.763
       636,    138, 125.783
       637,    124, 125.780
       638,    135, 125.795
       639,    116, 125.779
       640,    123, 125.775
       641,     97, 125.729
       642,    128, 125.732
       643,    104, 125.698
       644,    132, 125.708
       645,     99, 125.666
       646,    120, 125.657
       647,    116, 125.641
       648,    162, 125.699
       649,     88, 125.639
       650,    158, 125.690
       651,    126, 125.691
       652,    111, 125.668
       653,    109, 125.642
       654,     97, 125.597
       655,    121, 125.590
       656,     92, 125.537
       657,    119, 125.527
       658,    129, 125.533
       659,    123, 125.529
       660,    140, 125.551
       661,    132, 125.561
       662,    134, 125.574
       663,    140, 125.596
       664,    126, 125.597
       665,    143, 125.624
       666,    131, 125.632
       667,    135, 125.646
       668,    103, 125.612
       669,    100, 125.573
       670,    101, 125.535
       671,    115, 125.519
