# Count_Alpha
# Time (s), Counts, Avg Counts in 1 seconds
     14566,    393, 390.789
     14567,    361, 390.692
     14568,    421, 390.791
     14569,    401, 390.824
     14570,    431, 390.954
     14571,    417, 391.039
     14572,    360, 390.939
     14573,    363, 390.849
     14574,    383, 390.824
     14575,    381, 390.792
     14576,    388, 390.783
     14577,    402, 390.819
     14578,    408, 390.873
     14579,    395, 390.886
     14580,    396, 390.902
     14581,    394, 390.912
     14582,    459, 391.125
     14583,    450, 391.308
     14584,    378, 391.267
     14585,    416, 391.344
     14586,    359, 391.244
     14587,    377, 391.200
     14588,    394, 391.208
     14589,    393, 391.214
     14590,    404, 391.253
     14591,    377, 391.210
     14592,    391, 391.209
     14593,    371, 391.148
     14594,    331, 390.967
     14595,    416, 391.042
     14596,    398, 391.063
     14597,    409, 391.116
     14598,    448, 391.286
     14599,    377, 391.243
     14600,    360, 391.151
     14601,    383, 391.127
     14602,    359, 391.032
     14603,    444, 391.188
     14604,    387, 391.175
     14605,    373, 391.122
     14606,    409, 391.174
     14607,    446, 391.333
     14608,    370, 391.272
     14609,    412, 391.331
     14610,    438, 391.465
     14611,    421, 391.550
     14612,    387, 391.537
     14613,    375, 391.490
     14614,    402, 391.520
     14615,    386, 391.504
     14616,    364, 391.427
     14617,    393, 391.431
     14618,    378, 391.393
     14619,    401, 391.420
     14620,    389, 391.413
     14621,    417, 391.485
     14622,    342, 391.347
     14623,    357, 391.252
     14624,    339, 391.108
     14625,    394, 391.116
     14626,    382, 391.091
     14627,    449, 391.249
     14628,    418, 391.322
     14629,    404, 391.357
     14630,    388, 391.348
     14631,    378, 391.312
     14632,    448, 391.465
     14633,    423, 391.550
     14634,    417, 391.618
     14635,    374, 391.571
     14636,    392, 391.572
     14637,    365, 391.501
     14638,    391, 391.500
     14639,    388, 391.491
     14640,    458, 391.667
     14641,    405, 391.702
     14642,    343, 391.574
     14643,    428, 391.669
     14644,    389, 391.662
     14645,    398, 391.679
     14646,    330, 391.518
     14647,    422, 391.597
     14648,    375, 391.554
     14649,    428, 391.649
     14650,    353, 391.549
     14651,    451, 391.702
     14652,    363, 391.628
     14653,    393, 391.632
     14654,    398, 391.648
     14655,    384, 391.628
     14656,    389, 391.622
     14657,    397, 391.635
     14658,    417, 391.699
     14659,    344, 391.579
     14660,    337, 391.442
     14661,    438, 391.559
# Time (s), Counts, Avg Counts in 1 seconds
     14662,    375, 391.517
     14663,    353, 391.421
     14664,    386, 391.408
     14665,    433, 391.511
     14666,    436, 391.621
     14667,    417, 391.684
     14668,    384, 391.665
     14669,    423, 391.742
     14670,    408, 391.782
     14671,    395, 391.790
     14672,    398, 391.805
     14673,    414, 391.859
     14674,    373, 391.813
     14675,    371, 391.763
     14676,    390, 391.758
     14677,    363, 391.689
     14678,    400, 391.709
     14679,    429, 391.798
     14680,    421, 391.868
     14681,    413, 391.919
     14682,    372, 391.871
     14683,    381, 391.846
     14684,    417, 391.905
     14685,    444, 392.028
     14686,    385, 392.012
     14687,    415, 392.066
     14688,    383, 392.045
     14689,    389, 392.037
     14690,    340, 391.916
     14691,    356, 391.832
     14692,    404, 391.860
     14693,    399, 391.877
     14694,    394, 391.882
     14695,    422, 391.951
     14696,    394, 391.956
     14697,    372, 391.910
     14698,    422, 391.979
     14699,    417, 392.037
     14700,    364, 391.973
     14701,    404, 392.000
     14702,    372, 391.954
     14703,    403, 391.979
     14704,    397, 391.991
     14705,    350, 391.896
     14706,    412, 391.941
     14707,    420, 392.004
     14708,    389, 391.998
     14709,    419, 392.058
     14710,    401, 392.078
     14711,    374, 392.038
     14712,    397, 392.049
     14713,    413, 392.095
     14714,    378, 392.064
     14715,    454, 392.201
     14716,    383, 392.181
     14717,    351, 392.090
     14718,    396, 392.099
     14719,    382, 392.077
     14720,    360, 392.006
     14721,    390, 392.002
     14722,    395, 392.009
     14723,    396, 392.017
     14724,    383, 391.998
     14725,    349, 391.905
     14726,    382, 391.884
     14727,    411, 391.925
     14728,    333, 391.798
     14729,    394, 391.803
     14730,    433, 391.891
     14731,    435, 391.983
     14732,    358, 391.911
     14733,    410, 391.949
     14734,    326, 391.809
     14735,    407, 391.841
     14736,    423, 391.907
     14737,    432, 391.992
     14738,    403, 392.015
     14739,    414, 392.061
     14740,    380, 392.036
     14741,    367, 391.983
     14742,    402, 392.004
     14743,    403, 392.027
     14744,    406, 392.056
     14745,    349, 391.967
     14746,    425, 392.035
     14747,    388, 392.027
     14748,    411, 392.066
     14749,    347, 391.973
     14750,    369, 391.926
     14751,    369, 391.879
     14752,    388, 391.871
     14753,    413, 391.914
     14754,    393, 391.917
     14755,    393, 391.919
     14756,    404, 391.943
     14757,    389, 391.937
     14758,    427, 392.008
     14759,    386, 391.996
     14760,    424, 392.060
     14761,    360, 391.996
# Time (s), Counts, Avg Counts in 1 seconds
     14762,    439, 392.090
     14763,    412, 392.130
     14764,    391, 392.127
     14765,    400, 392.143
     14766,    418, 392.194
     14767,    423, 392.255
     14768,    478, 392.425
     14769,    400, 392.440
     14770,    351, 392.358
     14771,    380, 392.334
     14772,    449, 392.445
     14773,    390, 392.440
     14774,    424, 392.502
     14775,    403, 392.522
     14776,    408, 392.552
     14777,    374, 392.516
     14778,    422, 392.574
     14779,    437, 392.660
     14780,    388, 392.651
     14781,    369, 392.605
     14782,    398, 392.615
     14783,    385, 392.601
     14784,    375, 392.567
     14785,    399, 392.579
     14786,    422, 392.635
     14787,    399, 392.648
     14788,    441, 392.739
     14789,    376, 392.708
     14790,    381, 392.686
     14791,    393, 392.686
     14792,    351, 392.608
     14793,    365, 392.556
     14794,    373, 392.519
     14795,    326, 392.394
     14796,    390, 392.390
     14797,    464, 392.523
     14798,    373, 392.487
     14799,    365, 392.436
     14800,    357, 392.370
     14801,    385, 392.356
     14802,    389, 392.350
     14803,    370, 392.309
     14804,    428, 392.374
     14805,    395, 392.379
     14806,    409, 392.410
     14807,    417, 392.455
     14808,    373, 392.419
     14809,    386, 392.408
     14810,    435, 392.485
     14811,    352, 392.412
     14812,    434, 392.487
     14813,    411, 392.521
     14814,    410, 392.552
     14815,    407, 392.579
     14816,    378, 392.552
     14817,    388, 392.544
     14818,    433, 392.617
     14819,    415, 392.657
     14820,    362, 392.602
     14821,    427, 392.664
     14822,    381, 392.643
     14823,    425, 392.700
     14824,    404, 392.721
     14825,    410, 392.751
     14826,    411, 392.784
     14827,    319, 392.653
     14828,    419, 392.700
     14829,    364, 392.649
     14830,    374, 392.616
     14831,    345, 392.532
     14832,    379, 392.509
     14833,    382, 392.490
     14834,    484, 392.650
     14835,    381, 392.630
     14836,    452, 392.733
     14837,    373, 392.699
     14838,    363, 392.648
     14839,    400, 392.660
     14840,    386, 392.649
     14841,    361, 392.594
     14842,    363, 392.543
     14843,    346, 392.463
     14844,    444, 392.551
     14845,    409, 392.580
     14846,    399, 392.591
     14847,    379, 392.567
     14848,    451, 392.667
     14849,    394, 392.669
     14850,    404, 392.689
     14851,    342, 392.603
     14852,    351, 392.532
     14853,    389, 392.526
     14854,    392, 392.525
     14855,    355, 392.462
     14856,    413, 392.497
     14857,    456, 392.603
     14858,    410, 392.632
     14859,    438, 392.708
     14860,    427, 392.766
     14861,    407, 392.790
# Time (s), Counts, Avg Counts in 1 seconds
     14862,    447, 392.880
     14863,    332, 392.779
     14864,    428, 392.837
     14865,    416, 392.876
     14866,    400, 392.887
     14867,    423, 392.937
     14868,    422, 392.985
     14869,    382, 392.967
     14870,    429, 393.026
     14871,    393, 393.026
     14872,    429, 393.085
     14873,    352, 393.018
     14874,    388, 393.010
     14875,    424, 393.060
     14876,    431, 393.122
     14877,    397, 393.128
     14878,    397, 393.135
     14879,    440, 393.211
     14880,    415, 393.246
     14881,    432, 393.308
     14882,    382, 393.290
     14883,    386, 393.279
     14884,    367, 393.236
     14885,    371, 393.201
     14886,    431, 393.261
     14887,    370, 393.224
     14888,    363, 393.176
     14889,    341, 393.092
     14890,    415, 393.127
     14891,    387, 393.118
     14892,    413, 393.149
     14893,    397, 393.155
     14894,    410, 393.182
     14895,    378, 393.158
     14896,    392, 393.156
     14897,    392, 393.154
     14898,    368, 393.115
     14899,    424, 393.163
     14900,    393, 393.163
     14901,    385, 393.150
     14902,    367, 393.109
     14903,    386, 393.098
     14904,    387, 393.089
     14905,    388, 393.081
     14906,    408, 393.104
     14907,    343, 393.026
     14908,    419, 393.067
     14909,    399, 393.076
     14910,    382, 393.059
     14911,    390, 393.054
     14912,    367, 393.014
     14913,    396, 393.018
     14914,    402, 393.032
     14915,    403, 393.047
     14916,    381, 393.029
     14917,    359, 392.977
     14918,    389, 392.971
     14919,    425, 393.020
     14920,    459, 393.120
     14921,    353, 393.059
     14922,    467, 393.171
     14923,    460, 393.272
     14924,    440, 393.343
     14925,    360, 393.293
     14926,    391, 393.289
     14927,    385, 393.277
     14928,    400, 393.287
     14929,    412, 393.315
     14930,    400, 393.325
     14931,    375, 393.297
     14932,    405, 393.315
     14933,    386, 393.304
     14934,    397, 393.309
     14935,    438, 393.376
     14936,    398, 393.383
     14937,    434, 393.443
     14938,    399, 393.451
     14939,    391, 393.447
     14940,    360, 393.398
     14941,    333, 393.309
     14942,    453, 393.397
     14943,    456, 393.489
     14944,    371, 393.456
     14945,    431, 393.511
     14946,    370, 393.477
     14947,    395, 393.479
     14948,    478, 393.602
     14949,    416, 393.635
     14950,    354, 393.577
     14951,    377, 393.553
     14952,    411, 393.578
     14953,    368, 393.541
     14954,    428, 393.591
     14955,    375, 393.564
     14956,    435, 393.624
     14957,    408, 393.645
     14958,    373, 393.615
     14959,    367, 393.577
     14960,    391, 393.573
     14961,    358, 393.522
# Time (s), Counts, Avg Counts in 1 seconds
     14962,    413, 393.550
     14963,    355, 393.495
     14964,    379, 393.474
     14965,    356, 393.421
     14966,    362, 393.376
     14967,    428, 393.426
     14968,    387, 393.416
     14969,    432, 393.471
     14970,    367, 393.434
     14971,    364, 393.392
     14972,    351, 393.332
     14973,    361, 393.287
     14974,    411, 393.312
     14975,    424, 393.355
     14976,    424, 393.398
     14977,    380, 393.379
     14978,    392, 393.377
     14979,    351, 393.318
     14980,    429, 393.368
     14981,    361, 393.323
     14982,    374, 393.296
     14983,    397, 393.301
     14984,    380, 393.282
     14985,    414, 393.311
     14986,    435, 393.369
     14987,    370, 393.337
     14988,    367, 393.300
     14989,    377, 393.278
     14990,    395, 393.280
     14991,    372, 393.251
     14992,    429, 393.300
     14993,    390, 393.295
     14994,    389, 393.290
     14995,    401, 393.300
     14996,    363, 393.259
     14997,    405, 393.275
     14998,    415, 393.304
     14999,    449, 393.380
     15000,    408, 393.400
     15001,    393, 393.399
     15002,    409, 393.420
     15003,    416, 393.451
     15004,    397, 393.455
     15005,    363, 393.415
     15006,    390, 393.410
     15007,    369, 393.377
     15008,    393, 393.377
     15009,    484, 393.498
     15010,    366, 393.461
     15011,    458, 393.547
     15012,    383, 393.533
     15013,    371, 393.503
     15014,    399, 393.511
     15015,    390, 393.506
     15016,    394, 393.507
     15017,    417, 393.538
     15018,    379, 393.518
     15019,    394, 393.519
     15020,    376, 393.496
     15021,    434, 393.549
     15022,    360, 393.505
     15023,    435, 393.560
     15024,    374, 393.534
     15025,    402, 393.545
     15026,    328, 393.459
     15027,    407, 393.477
     15028,    374, 393.452
     15029,    421, 393.488
     15030,    374, 393.462
     15031,    339, 393.391
     15032,    376, 393.369
     15033,    392, 393.367
     15034,    414, 393.394
     15035,    359, 393.349
     15036,    387, 393.341
     15037,    424, 393.381
     15038,    404, 393.394
     15039,    401, 393.404
     15040,    337, 393.332
     15041,    364, 393.294
     15042,    392, 393.292
     15043,    382, 393.278
     15044,    348, 393.220
     15045,    367, 393.186
     15046,    398, 393.193
     15047,    393, 393.192
     15048,    392, 393.191
     15049,    413, 393.216
     15050,    423, 393.254
     15051,    404, 393.267
     15052,    415, 393.295
     15053,    366, 393.260
     15054,    407, 393.278
     15055,    387, 393.270
     15056,    399, 393.277
     15057,    391, 393.274
     15058,    371, 393.246
     15059,    408, 393.265
     15060,    424, 393.303
     15061,    388, 393.297
# Time (s), Counts, Avg Counts in 1 seconds
     15062,    404, 393.310
     15063,    478, 393.416
     15064,    328, 393.334
     15065,    373, 393.309
     15066,    329, 393.229
     15067,    474, 393.329
     15068,    422, 393.365
     15069,    425, 393.404
     15070,    364, 393.368
     15071,    371, 393.340
     15072,    389, 393.334
     15073,    404, 393.348
     15074,    447, 393.414
     15075,    457, 393.492
     15076,    396, 393.495
     15077,    361, 393.455
     15078,    423, 393.491
     15079,    388, 393.485
     15080,    340, 393.419
     15081,    374, 393.396
     15082,    371, 393.368
     15083,    365, 393.334
     15084,    426, 393.373
     15085,    376, 393.352
     15086,    336, 393.283
     15087,    386, 393.274
     15088,    405, 393.288
     15089,    345, 393.230
     15090,    406, 393.245
     15091,    344, 393.186
     15092,    365, 393.152
     15093,    449, 393.219
     15094,    420, 393.251
     15095,    434, 393.300
     15096,    405, 393.314
     15097,    405, 393.328
     15098,    362, 393.291
     15099,    367, 393.259
     15100,    402, 393.270
     15101,    361, 393.231
     15102,    395, 393.233
     15103,    370, 393.206
     15104,    371, 393.179
     15105,    435, 393.229
     15106,    372, 393.204
     15107,    387, 393.196
     15108,    349, 393.144
     15109,    393, 393.144
     15110,    400, 393.152
     15111,    408, 393.170
     15112,    438, 393.222
     15113,    401, 393.231
     15114,    379, 393.215
     15115,    426, 393.253
     15116,    409, 393.272
     15117,    412, 393.294
     15118,    388, 393.287
     15119,    439, 393.341
     15120,    379, 393.324
     15121,    412, 393.346
     15122,    314, 393.253
     15123,    397, 393.258
     15124,    400, 393.266
     15125,    361, 393.228
     15126,    363, 393.193
     15127,    369, 393.165
     15128,    417, 393.193
     15129,    355, 393.149
     15130,    404, 393.161
     15131,    383, 393.150
     15132,    360, 393.111
     15133,    396, 393.115
     15134,    417, 393.142
     15135,    338, 393.079
     15136,    438, 393.130
     15137,    346, 393.077
     15138,    376, 393.057
     15139,    364, 393.024
     15140,    390, 393.021
     15141,    405, 393.034
     15142,    379, 393.018
     15143,    379, 393.002
     15144,    359, 392.964
     15145,    420, 392.994
     15146,    338, 392.932
     15147,    399, 392.939
     15148,    354, 392.895
     15149,    399, 392.902
     15150,    350, 392.853
     15151,    363, 392.820
     15152,    473, 392.910
     15153,    421, 392.942
     15154,    399, 392.948
     15155,    361, 392.913
     15156,    434, 392.959
     15157,    398, 392.964
     15158,    390, 392.961
     15159,    391, 392.959
     15160,    402, 392.969
     15161,    368, 392.941
# Time (s), Counts, Avg Counts in 1 seconds
     15162,    397, 392.946
     15163,    398, 392.951
     15164,    425, 392.987
     15165,    396, 392.990
     15166,    398, 392.995
     15167,    465, 393.075
     15168,    377, 393.057
     15169,    371, 393.033
     15170,    381, 393.020
     15171,    372, 392.997
     15172,    407, 393.012
     15173,    377, 392.994
     15174,    342, 392.939
     15175,    397, 392.943
     15176,    400, 392.951
     15177,    355, 392.909
     15178,    407, 392.925
     15179,    424, 392.958
     15180,    403, 392.969
     15181,    371, 392.946
     15182,    391, 392.943
     15183,    378, 392.927
     15184,    427, 392.964
     15185,    389, 392.960
     15186,    391, 392.958
     15187,    406, 392.972
     15188,    417, 392.998
     15189,    314, 392.913
     15190,    361, 392.878
     15191,    379, 392.863
     15192,    386, 392.856
     15193,    366, 392.827
     15194,    387, 392.821
     15195,    394, 392.822
     15196,    420, 392.851
     15197,    370, 392.827
     15198,    316, 392.745
     15199,    401, 392.753
     15200,    351, 392.709
     15201,    341, 392.654
     15202,    425, 392.688
     15203,    402, 392.698
     15204,    410, 392.717
     15205,    424, 392.750
     15206,    388, 392.745
     15207,    390, 392.742
     15208,    362, 392.709
     15209,    402, 392.719
     15210,    378, 392.703
     15211,    369, 392.679
     15212,    410, 392.697
     15213,    413, 392.718
     15214,    417, 392.744
     15215,    462, 392.816
     15216,    410, 392.834
     15217,    418, 392.861
     15218,    384, 392.851
     15219,    419, 392.879
     15220,    440, 392.928
     15221,    380, 392.914
     15222,    379, 392.900
     15223,    425, 392.933
     15224,    413, 392.954
     15225,    369, 392.929
     15226,    397, 392.934
     15227,    429, 392.971
     15228,    438, 393.018
     15229,    359, 392.982
     15230,    445, 393.036
     15231,    459, 393.104
     15232,    406, 393.117
     15233,    401, 393.126
     15234,    375, 393.107
     15235,    349, 393.062
     15236,    411, 393.080
     15237,    384, 393.071
     15238,    382, 393.059
     15239,    349, 393.014
     15240,    411, 393.033
     15241,    386, 393.025
     15242,    430, 393.063
     15243,    436, 393.107
     15244,    429, 393.144
     15245,    380, 393.130
     15246,    430, 393.168
     15247,    370, 393.144
     15248,    406, 393.157
     15249,    373, 393.137
     15250,    410, 393.154
     15251,    390, 393.151
     15252,    372, 393.129
     15253,    389, 393.125
     15254,    410, 393.142
     15255,    364, 393.113
     15256,    357, 393.076
     15257,    381, 393.064
     15258,    358, 393.029
     15259,    409, 393.045
     15260,    389, 393.041
     15261,    435, 393.083
# Time (s), Counts, Avg Counts in 1 seconds
     15262,    384, 393.074
     15263,    363, 393.044
     15264,    399, 393.050
     15265,    416, 393.073
     15266,    358, 393.038
     15267,    386, 393.031
     15268,    468, 393.105
     15269,    366, 393.078
     15270,    391, 393.076
     15271,    408, 393.091
     15272,    419, 393.117
     15273,    495, 393.218
     15274,    361, 393.186
     15275,    398, 393.190
     15276,    426, 393.223
     15277,    398, 393.228
     15278,    389, 393.223
     15279,    421, 393.251
     15280,    447, 393.303
     15281,    443, 393.352
     15282,    355, 393.315
     15283,    408, 393.329
     15284,    450, 393.385
     15285,    351, 393.343
     15286,    385, 393.335
     15287,    404, 393.345
     15288,    438, 393.389
     15289,    413, 393.408
     15290,    411, 393.425
     15291,    420, 393.451
     15292,    353, 393.412
     15293,    449, 393.466
     15294,    366, 393.439
     15295,    370, 393.416
     15296,    395, 393.418
     15297,    396, 393.420
     15298,    389, 393.416
     15299,    425, 393.446
     15300,    385, 393.438
     15301,    389, 393.434
     15302,    376, 393.417
     15303,    371, 393.396
     15304,    404, 393.406
     15305,    386, 393.399
     15306,    394, 393.399
     15307,    417, 393.422
     15308,    434, 393.461
     15309,    397, 393.464
     15310,    394, 393.465
     15311,    369, 393.441
     15312,    397, 393.445
     15313,    371, 393.423
     15314,    428, 393.456
     15315,    381, 393.444
     15316,    384, 393.435
     15317,    429, 393.469
     15318,    358, 393.436
     15319,    381, 393.424
     15320,    348, 393.381
     15321,    422, 393.408
     15322,    367, 393.383
     15323,    394, 393.384
     15324,    341, 393.334
     15325,    346, 393.290
     15326,    448, 393.341
     15327,    389, 393.337
     15328,    491, 393.429
     15329,    404, 393.439
     15330,    435, 393.478
     15331,    360, 393.446
     15332,    375, 393.429
     15333,    357, 393.395
     15334,    372, 393.375
     15335,    371, 393.354
     15336,    407, 393.367
     15337,    374, 393.349
     15338,    438, 393.390
     15339,    408, 393.404
     15340,    415, 393.424
     15341,    396, 393.426
     15342,    354, 393.390
     15343,    350, 393.350
     15344,    352, 393.311
     15345,    401, 393.318
     15346,    409, 393.333
     15347,    351, 393.294
     15348,    405, 393.305
     15349,    447, 393.354
     15350,    398, 393.358
     15351,    414, 393.377
     15352,    424, 393.406
     15353,    355, 393.370
     15354,    355, 393.335
     15355,    403, 393.344
     15356,    441, 393.388
     15357,    395, 393.389
     15358,    394, 393.390
     15359,    360, 393.359
     15360,    423, 393.386
     15361,    457, 393.444
# Time (s), Counts, Avg Counts in 1 seconds
     15362,    483, 393.525
     15363,    396, 393.528
     15364,    434, 393.564
     15365,    400, 393.570
     15366,    408, 393.583
     15367,    402, 393.591
     15368,    341, 393.543
     15369,    369, 393.521
     15370,    381, 393.510
     15371,    334, 393.456
     15372,    378, 393.442
     15373,    399, 393.447
     15374,    384, 393.439
     15375,    347, 393.397
     15376,    373, 393.379
     15377,    370, 393.358
     15378,    397, 393.361
     15379,    392, 393.360
     15380,    358, 393.328
     15381,    413, 393.346
     15382,    409, 393.360
     15383,    403, 393.368
     15384,    350, 393.330
     15385,    372, 393.311
     15386,    355, 393.277
     15387,    438, 393.316
     15388,    422, 393.342
     15389,    389, 393.338
     15390,    410, 393.353
     15391,    438, 393.392
     15392,    361, 393.364
     15393,    384, 393.355
     15394,    443, 393.399
     15395,    410, 393.414
     15396,    401, 393.421
     15397,    405, 393.431
     15398,    380, 393.419
     15399,    410, 393.434
     15400,    390, 393.431
     15401,    406, 393.442
