# AWG_Sines.py
# offset 0.500, amplitude 0.500
#step through frequencies
# Loop    0 of  100
56    562 -0.0062  1.1686 -0.0026  1.0326
50    631  0.0007  1.1633  0.0023  1.0019
44    708 -0.0045  1.1680 -0.0046  0.9738
39    794 -0.0141  1.1649 -0.0123  0.9392
35    891 -0.0058  1.1679 -0.0085  0.9015
31   1000 -0.0030  1.1690 -0.0037  0.8617
28   1122 -0.0044  1.1716 -0.0056  0.8141
25   1259 -0.0057  1.1631 -0.0081  0.7657
22   1413 -0.0031  1.1682 -0.0048  0.7165
20   1585 -0.0015  1.1659 -0.0060  0.6655
18   1778 -0.0110  1.1698 -0.0094  0.6141
16   1995 -0.0085  1.1681 -0.0086  0.5657
14   2239 -0.0061  1.1675 -0.0049  0.5198
12   2512 -0.0113  1.1853 -0.0077  0.4705
11   2818 -0.0057  1.1763 -0.0086  0.4287
10   3162 -0.0052  1.1704 -0.0063  0.3902
9   3548 -0.0214  1.1716 -0.0098  0.3521
8   3981 -0.0147  1.1679 -0.0092  0.3195
7   4467  0.0000  1.1642 -0.0045  0.2900
6   5012 -0.0160  1.1656 -0.0116  0.2607
6   5623  0.0526  1.1715  0.0259  0.2257
5   6310 -0.0260  1.1676 -0.0128  0.2090
4   7079 -0.0100  1.1711 -0.0100  0.1877
4   7943 -0.0125  1.1683 -0.0068  0.1683
4   8913 -0.0083  1.1610 -0.0063  0.1515
3  10000 -0.0335  1.1727 -0.0085  0.1356
# Loop    6 of  100
312    100  0.0215  1.1651  0.0204  1.1585
279    112  0.0073  1.1659  0.0059  1.1564
248    126 -0.0192  1.1724 -0.0187  1.1617
222    141 -0.0113  1.1663 -0.0111  1.1542
198    158  0.0001  1.1668 -0.0003  1.1507
176    178 -0.0060  1.1664 -0.0042  1.1476
156    200 -0.0168  1.1683 -0.0134  1.1431
140    224 -0.0126  1.1675 -0.0096  1.1406
125    251 -0.0008  1.1677  0.0010  1.1340
111    282 -0.0021  1.1675 -0.0015  1.1245
99    316 -0.0135  1.1686 -0.0117  1.1177
88    355 -0.0222  1.1701 -0.0230  1.1054
79    398 -0.0132  1.1663 -0.0151  1.0896
70    447  0.0025  1.1691  0.0012  1.0750
62    501 -0.0099  1.1680 -0.0052  1.0549
56    562 -0.0005  1.1663  0.0003  1.0317
50    631  0.0011  1.1673 -0.0018  1.0062
44    708 -0.0097  1.1652 -0.0072  0.9729
39    794 -0.0047  1.1675 -0.0078  0.9384
35    891 -0.0164  1.1720 -0.0131  0.9041
31   1000 -0.0126  1.1693 -0.0118  0.8604
28   1122 -0.0079  1.1666 -0.0064  0.8159
25   1259 -0.0050  1.1689 -0.0069  0.7680
22   1413 -0.0066  1.1694 -0.0096  0.7172
20   1585 -0.0117  1.1665 -0.0081  0.6674
18   1778 -0.0048  1.1697 -0.0074  0.6160
16   1995 -0.0064  1.1712 -0.0075  0.5674
14   2239 -0.0127  1.1621 -0.0064  0.5223
12   2512 -0.0076  1.1950 -0.0082  0.4630
11   2818 -0.0028  1.1720 -0.0081  0.4272
10   3162 -0.0025  1.1674 -0.0039  0.3933
9   3548 -0.0032  1.1678 -0.0062  0.3536
8   3981 -0.0123  1.1677 -0.0083  0.3196
7   4467 -0.0122  1.1596 -0.0081  0.2914
6   5012  0.0169  1.1679 -0.0015  0.2606
6   5623 -0.0452  1.1672 -0.0264  0.2326
5   6310 -0.0011  1.1646 -0.0079  0.2089
4   7079  0.0007  1.1698 -0.0070  0.1879
4   7943 -0.0148  1.1601 -0.0069  0.1689
4   8913 -0.0144  1.1776 -0.0075  0.1507
3  10000 -0.0094  1.1691 -0.0091  0.1355
# Loop    7 of  100
312    100 -0.0327  1.1670 -0.0310  1.1600
279    112 -0.0166  1.1644 -0.0138  1.1549
248    126  0.0018  1.1708  0.0006  1.1591
222    141 -0.0035  1.1676 -0.0025  1.1548
198    158  0.0266  1.1658  0.0206  1.1508
176    178 -0.0105  1.1692 -0.0095  1.1487
156    200 -0.0209  1.1699 -0.0227  1.1477
140    224  0.0120  1.1644  0.0109  1.1376
125    251  0.0061  1.1701  0.0099  1.1366
111    282 -0.0025  1.1683 -0.0019  1.1251
99    316 -0.0040  1.1698 -0.0019  1.1166
88    355 -0.0045  1.1683 -0.0035  1.1048
79    398  0.0062  1.1696  0.0036  1.0927
70    447 -0.0110  1.1690 -0.0073  1.0746
62    501 -0.0030  1.1652  0.0019  1.0555
56    562 -0.0225  1.1703 -0.0176  1.0340
50    631 -0.0141  1.1658 -0.0134  1.0057
44    708 -0.0048  1.1685 -0.0070  0.9766
39    794 -0.0135  1.1676 -0.0119  0.9398
35    891 -0.0046  1.1661 -0.0044  0.9035
31   1000 -0.0034  1.1683 -0.0030  0.8613
28   1122 -0.0009  1.1678 -0.0049  0.8143
25   1259 -0.0117  1.1690 -0.0074  0.7684
22   1413 -0.0109  1.1685 -0.0109  0.7155
20   1585 -0.0120  1.1716 -0.0115  0.6652
18   1778 -0.0037  1.1677 -0.0077  0.6163
16   1995 -0.0072  1.1663 -0.0086  0.5664
14   2239 -0.0011  1.1750 -0.0078  0.5169
12   2512 -0.0117  1.1554 -0.0075  0.4723
11   2818 -0.0061  1.1742 -0.0052  0.4326
10   3162 -0.0074  1.1677 -0.0055  0.3903
9   3548 -0.0109  1.1656 -0.0095  0.3534
8   3981 -0.0077  1.1639 -0.0044  0.3200
7   4467 -0.0137  1.1665 -0.0057  0.2888
6   5012 -0.0307  1.1677 -0.0144  0.2607
6   5623  0.1132  1.1650  0.0091  0.2290
5   6310 -0.0109  1.1641 -0.0068  0.2107
4   7079  0.0013  1.1637 -0.0060  0.1874
4   7943 -0.0027  1.1648 -0.0063  0.1683
4   8913 -0.0102  1.1696 -0.0061  0.1512
3  10000 -0.0081  1.1694 -0.0081  0.1347
# Loop    8 of  100
312    100  0.0251  1.1640  0.0248  1.1559
279    112  0.0146  1.1703  0.0143  1.1611
248    126 -0.0309  1.1700 -0.0299  1.1608
222    141 -0.0071  1.1697 -0.0074  1.1568
198    158 -0.0024  1.1694 -0.0015  1.1531
176    178 -0.0265  1.1745 -0.0250  1.1566
156    200  0.0065  1.1701  0.0075  1.1465
140    224 -0.0249  1.1660 -0.0256  1.1373
125    251  0.0036  1.1705  0.0026  1.1342
111    282 -0.0104  1.1679 -0.0053  1.1266
99    316 -0.0050  1.1740 -0.0027  1.1219
88    355 -0.0098  1.1675 -0.0093  1.1055
79    398  0.0104  1.1688  0.0091  1.0914
70    447  0.0070  1.1681  0.0034  1.0743
62    501 -0.0111  1.1655 -0.0071  1.0551
56    562 -0.0006  1.1679 -0.0038  1.0347
50    631 -0.0032  1.1695 -0.0095  1.0059
44    708 -0.0048  1.1657 -0.0073  0.9741
39    794 -0.0138  1.1641 -0.0133  0.9394
35    891 -0.0012  1.1704 -0.0047  0.9021
31   1000 -0.0034  1.1695 -0.0059  0.8620
28   1122 -0.0120  1.1664 -0.0087  0.8143
25   1259 -0.0030  1.1659 -0.0037  0.7681
22   1413 -0.0085  1.1676 -0.0066  0.7197
20   1585 -0.0035  1.1640 -0.0065  0.6663
18   1778 -0.0075  1.1688 -0.0092  0.6174
16   1995 -0.0025  1.1682 -0.0073  0.5651
14   2239 -0.0110  1.1715 -0.0073  0.5189
12   2512 -0.0030  1.1846 -0.0082  0.4680
11   2818 -0.0054  1.1835 -0.0070  0.4308
10   3162 -0.0056  1.1657 -0.0063  0.3901
9   3548 -0.0050  1.1715 -0.0077  0.3521
8   3981 -0.0086  1.1652 -0.0047  0.3186
7   4467 -0.0107  1.1673 -0.0087  0.2890
6   5012  0.0101  1.1688 -0.0060  0.2602
6   5623 -0.0449  1.1734  0.0038  0.2258
5   6310 -0.0279  1.1648 -0.0088  0.2102
